Facility Id,Facility Name,City,State,Zip Code,Address,Latitude,Longitude,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Stationary Combustion,Electricity Generation
1006878,American Crystal Sugar Company - Drayton,Drayton,ND,58225,8152 Old Highway 44,48.591667,-97.175,"283,822.11","281,991.90",669.50,"1,160.71","258,189.71",
1007915,"American Proteins, Inc. - Cumming",Cumming,GA,30041,4990 Leland Drive,34.281587,-84.058034,"55,594.40","55,519.70",30.00,44.70,"55,594.40",
1001859,"American Sugar Refining, Inc. - Baltimore Refinery",BALTIMORE,MD,21230,1100 KEY HIGHWAY EAST,39.28023,-76.57112,"118,671.54","118,547.00",56.00,68.54,"118,671.54",
1001861,"American Sugar Refining, Inc. - Yonkers Refinery",Yonkers,NY,10705,1 Federal St.,40.92564,-73.90465,"87,919.72","87,829.30",41.25,49.17,"87,919.72",
1005802,Ames,AMES,IA,50010,200 E 5TH ST,42.0247,-93.6069,"448,697.73","444,795.60","1,447.50","2,454.63",,"448,697.73"
1000865,Anadarko,ANADARKO,OK,73005,701 B NE 7TH ST,35.0847,-98.23,"628,801.69","628,169.30",288.50,343.89,"588,653.59","40,148.10"
1001134,Anaheim Combustion Turbine,Anaheim,CA,92806,3071 E Miraloma Ave,33.8539,-117.8561,"22,518.72","22,495.70",10.50,12.52,,"22,518.72"
1002181,Anchor Glass Container - Plant 41,ELMIRA HEIGHTS,NY,14903,151 E. MCCANN'S BLVD.,42.121012,-76.810717,"95,679.78","95,606.90",33.25,39.63,"70,527.28",
1004943,Anchor Glass Container Corporation - Plant 14,WARNER ROBINS,GA,31088,1044 BOOTH RD,32.586745,-83.591784,"106,537.17","106,461.00",34.75,41.42,"74,038.57",
1005074,Anchor Glass Container Corporation - Plant 15,HENRYETTA,OK,74437,601 E BOLLINGER RD,35.447778,-95.962778,"98,896.74","98,824.40",33.00,39.34,"70,175.84",
1004941,Anchor Glass Container Corporation. - Plant 07,JACKSONVILLE,FL,32254,2121 HURON ST,30.349681,-81.712584,"73,958.26","73,905.10",24.25,28.91,"51,538.36",
1004942,Anchor Glass Container Corporation. - Plant 12,SHAKOPEE,MN,55379,4108 VALLEY INDUSTRIAL BLVD N,44.79873,-93.46704,"83,826.64","83,770.20",25.75,30.69,"54,691.94",
1002178,Anchor Glass Container. - Plant 42,LAWRENCEBURG,IN,47025,200 W BELLEVIEW,39.125,-84.85545,"43,729.58","43,697.80",14.50,17.28,"31,003.08",
1007246,Anclote Power Plant,HOLIDAY,FL,34691,1729 BAILLIES BLUFF ROAD,28.1844,-82.7887,"1,483,116.34","1,480,025.40","1,048.75","2,042.19",,"1,483,116.34"
1001116,Anderson,ANDERSON,IN,46011,6035 PARK ROAD,40.0529,-85.7389,"1,946.99","1,944.80",1.00,1.19,8.20,"1,938.79"
1002813,Anderson Regional Landfill,Belton,SC,29627,203 Landfill Road,34.57226,-82.4603,"109,731.75",,"109,731.75",,,
1001097,Angus Anson,SIOUX FALLS,SD,57101,7100 EAST RICE ST,43.6033,-96.6369,"58,195.85","58,129.80",28.50,37.55,146.20,"58,049.65"
1002037,Anheuser-Busch LLC. - St. Louis Brewery,St. Louis,MO,63118,One Busch Place,38.5961,-90.2128,"297,432.80","295,476.10",720.00,"1,236.70","297,432.80",
1011466,Anoka Municipal Regional Landfill,Ramsey,MN,55303,14730 NW Sunfish Blvd,45.23715,-93.42943,"41,584.25",,"41,584.25",,,
1002236,Anson County Waste Management Facility,Polkton,NC,28135,375 Dozer Drive,35.00019,-80.16765,"84,739.50",,"84,739.50",,,
1006508,Antelope Refining,Douglas,WY,82633,2070 N Hwy 59,43.018663,-105.261432,"3,610.59","3,593.50",15.00,2.09,"3,511.34",
1001055,Antelope Valley,BEULAH,ND,58523,HWY 200,47.3714,-101.8344,"7,090,040.42","7,036,069.60","19,740.75","34,230.07",,"7,090,040.42"
1005949,Apache Station,COCHISE,AZ,85606,3525 N US HWY 191,32.0619,-109.8931,"2,281,313.37","2,281,235.80",35.25,42.32,34.39,"2,281,278.98"
1000068,Apex Generating Station,LAS VEGAS,NV,89165,15555 APEX POWER PARKWAY,36.4178,-114.9622,"688,559.45","687,860.20",319.00,380.25,"1,150.10","687,409.35"
1001762,Appleton Coated Locks Mill,COMBINED LOCKS,WI,54113,540 PROSPECT AVE,44.269643,-88.308421,"155,108.70","152,283.50","1,074.75","1,750.45","155,108.70",
1005566,Applied Energy LLC Naval Station,San Diego,CA,92136,"3970 Surface Navy Blvd, Bldg 3427",32.684066,-117.125996,"186,766.45","186,574.20",88.25,104.00,"186,766.45",
1004686,Arapaho,BUTLER,OK,73625,,35.7481,-99.202,"35,635.32","35,598.60",16.75,19.97,"35,635.32",
1001460,Arapahoe,DENVER,CO,80223,2601 S PLATTE RIVER DR,39.67,-105.0028,"873,202.11","868,654.30",228.00,"4,319.81",,"873,202.11"
1001360,Arapahoe Combustion Turbine Facility,DENVER,CO,80223,2601 SOUTH PLATTE RIVER ROAD,39.6692,-105.0018,"89,125.62","89,035.20",41.25,49.17,104.00,"89,021.62"
1007177,ArcelorMittal Cleveland LLC,CLEVELAND,OH,44105,3060 EGGERS AVENUE,41.4739,-81.6728,"3,742,457.75","3,741,731.10",182.50,544.15,"3,279,647.55",
1006951,ArcelorMittal Columbus LLC,Columbus,OH,43207,1800 Watkins Road,39.90428,-82.94609,"25,001.76","24,976.00",11.75,14.01,"25,001.76",
1000588,ArcelorMittal Indiana Harbor LLC,East Chicago,IN,46312,3001 Dickey Road,41.651165,-87.459167,"2,129,742.17","2,129,070.20",220.50,451.47,"1,824,299.53",
1005021,ArcelorMittal Indiana Harbor Long Carbon,East Chicago,IN,46312,3300 Dickey Road,41.651778,-87.462722,"48,232.47","48,210.00",10.25,12.22,"21,495.47",
1003669,ArcelorMittal Minorca Mine,Virginia,MN,55792,5950 Old Highway 53,47.559109,-92.518973,"327,016.75","327,003.60",6.00,7.15,"12,683.75",
1000260,ArcelorMittal Weirton LLC,WEIRTON,WV,26062,100 Pennsylvania Avenue,40.422,-80.5955,"212,690.70","212,450.80",105.50,134.40,"212,690.70",
1005661,Archer Daniels Midland Co.,DECATUR,IL,62521,4666 FARIES PARKWAY,39.8675,-88.885,"4,466,380.08","4,431,508.00","12,779.25","22,092.83","4,466,380.08",
1000466,Archer Daniels Midland Co. - Peoria,PEORIA,IL,61602,FOOT OF EDMUND ST,40.6776,-89.6069,"761,566.67","759,960.00",648.00,958.67,"761,566.67",
1005286,Arconic Inc. - Cleveland Works,CUYAHOGA HEIGHTS,OH,44105,1600 HARVARD AVENUE,41.4476,-81.67533,"66,769.24","66,699.00",31.50,38.74,"66,769.24",
1000026,Ardagh Glass Inc.,WILSON,NC,27893,2201 FIRESTONE PARKWAY,35.75387,-77.88017,"98,427.47","98,343.90",35.00,48.57,"65,941.17",
1000020,Ardagh Glass Inc.,PORT ALLEGANY,PA,16743,ONE GLASS PLACE,41.81112,-78.28314,"62,797.71","62,746.20",23.50,28.01,"49,662.01",
1000006,Ardagh Glass Inc.,MILFORD,MA,01757,1 NATIONAL STREET,42.127451,-71.513599,"42,819.16","42,780.80",17.50,20.86,"37,853.76",
1002504,Ardagh Glass Inc.,BRIDGETON,NJ,08302,443 S EAST AVE,39.40778,-75.21889,"53,786.65","53,746.10",18.50,22.05,"39,316.55",
1006060,Ardagh Glass Inc.,WINCHESTER,IN,47394,603 E NORTH ST,40.173694,-84.971694,"95,310.30","95,242.90",30.75,36.65,"65,359.90",
1000023,Ardagh Glass Inc.,SAPULPA,OK,74066,1000 NORTH MISSION STREET,36.009924,-96.099233,"114,130.36","114,049.80",36.75,43.81,"77,687.96",
1000105,Ardagh Glass Inc.,DOLTON,IL,60419,13850 COTTAGE GROVE AVENUE,41.64212,-87.59966,"86,267.92","86,206.00",28.25,33.67,"60,385.42",
1005977,Ardagh Glass Inc.,BURLINGTON,WI,53105,815 SOUTH MCHENRY STREET,42.6626,-88.2906,"84,513.31","84,449.90",28.25,35.16,"58,389.71",
1000028,Ardagh Glass Inc.,PEVELY,MO,63070,1500 Ardagh Group Drive,38.295167,-90.400944,"84,940.14","84,881.50",26.75,31.89,"56,878.84",
1000005,Ardagh Glass Inc.,MADERA,CA,93637,24441 AVENUE 12 & ROAD 24 1/2,36.92375,-120.10412,"74,196.87","74,134.40",28.50,33.97,"60,511.57",
1000004,Ardagh Glass Inc.,LINCOLN,IL,62656,1200 NORTH LOGAN STREET,40.15764,-89.3538,"62,346.10","62,303.90",19.25,22.95,"41,279.80",
1000003,Ardagh Glass Inc.,Henderson,NC,27537,620 Facet Road,36.291066,-78.391883,"78,408.20","78,343.20",27.75,37.25,"54,514.70",
1000002,Ardagh Glass Inc.,DUNKIRK,IN,47336,524 E. CENTER STREET,40.371053,-85.198134,"108,094.10","108,013.00",37.00,44.10,"78,720.50",
1000021,Ardagh Glass Inc.,SIMSBORO,LA,71275,4241 HIGHWAY 563,32.543572,-92.766871,"96,404.45","96,336.50",31.00,36.95,"65,956.15",
1000024,Ardagh Glass Inc.,SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,47.55262,-122.33655,"73,635.10","73,580.30",25.00,29.80,"53,491.10",
1002009,Ardagh Glass Inc.,SALEM,NJ,08079,83 GRIFFITH ST,39.574909,-75.469493,"75,449.10","75,395.10",24.50,29.50,"51,936.90",
1005158,Arecibo Landfill,Arecibo,PR,00612,"Carr. PR-682 Interior, Sector Garrochales, Bo. Factor II",18.466542,-66.625644,"153,539.50",51.00,"153,488.50",,51.00,
1005458,Argos Cement LLC,NEWBERRY,FL,32669,4000 NORTHWEST COUNTY ROAD 235,29.690671,-82.582134,"526,382.52","524,652.10",638.25,"1,092.17","82,638.05",
1002750,Argos Cement LLC - Harleyville Plant,HARLEYVILLE,SC,29448,463 JUDGE STREET,33.226205,-80.452832,"419,749.73","418,047.00",641.25,"1,061.48","147,856.73",
1002542,"Arizona Chemical Company, LLC",Savannah,GA,31415,1201 West Lathrop Avenue,32.09786,-81.12113,"60,020.47","59,958.00",28.50,33.97,"60,020.47",
1001760,Arkansas Loop & Simpson Treating Plants,DURANGO,CO,81303,,37.0532,-107.7855,"74,564.72","74,488.00",35.00,41.72,"74,564.72",
1006415,Arkema Inc.,Memphis,TN,38127,2571 Fite Rd,35.27213,-89.97896,"20,021.82","20,001.00",9.50,11.32,"20,021.82",
1004404,Arkoma,Coalgate,OK,74538,,34.63339,-96.17768,"39,234.45","39,193.90",18.50,22.05,"39,234.45",
1002772,Arlington Compressor Station,McFadden,WY,82083,1670 State Highway 13,41.682318,-106.11105,"40,927.70","40,885.50",19.25,22.95,"40,927.70",
1002645,Arlington Landfill,Euless,TX,76040,800 Mosier Valley Road,32.80776,-97.10376,"209,741.96","9,342.10","200,394.50",5.36,"9,351.96",
1001399,Arlington Valley Energy Facility,ARLINGTON,AZ,85322,39027 W ELLIOT ROAD,33.3417,-112.8897,"470,639.24","470,158.10",219.50,261.64,87.00,"470,552.24"
1004087,Armstrong Gas Plant,Yoakum,TX,77995,13072 FM 682,29.133889,-97.039161,"186,072.70","185,879.80",88.00,104.90,"186,072.70",
1007418,Armstrong Power Station,ADRIAN,PA,16210,108 POWER PLANT ROAD,40.9289,-79.4658,"1,576,699.63","1,568,244.90",421.25,"8,033.48",,"1,576,699.63"
1005709,"Armstrong Power, LLC",SHELOCTA,PA,15774,2313 STATE ROUTE 156,40.6383,-79.3503,"50,560.20","50,506.40",24.00,29.80,,"50,560.20"
1006883,Armstrong World Industries Inc,Macon,GA,31206,4520 Broadway,32.77462,-83.6517,"92,626.75","92,374.20",44.25,208.30,"92,626.75",
1003846,Arnold Engineering Development Center,Arnold AFB,TN,37389,"100 Kindel Drive, Suite B-327",35.383056,-86.043611,"38,144.46","38,096.10",19.75,28.61,"38,144.46",
1002978,Arroyo Grande Production Facility,SAN LUIS OBISPO,CA,93401,1821 PRICE CANYON ROAD,35.1814,-120.61965,"39,188.23","39,141.10",21.50,25.63,"39,188.23",
1001609,Arsenal Hill Power Plant,SHREVEPORT,LA,71101,520 NORTH ALLEN,32.5181,-93.7611,"576,710.16","576,124.90",267.00,318.26,,"576,710.16"
1000759,Arthur Kill,Staten Island,NY,10314,4401 VICTORY BLVD,40.5915,-74.2027,"572,485.48","571,904.10",265.20,316.18,"2,930.76","569,554.72"
1004760,Arvada Generation Station,Gillette,WY,82718,,44.693959,-105.9777508,"1,733.24","1,731.60",0.75,0.89,"1,733.24",
1007189,Arvah B Hopkins,TALLAHASSEE,FL,32304,1125 GEDDIE ROAD,30.4522,-84.4,"661,848.81","661,160.00",309.75,379.06,365.55,"661,483.26"
1007311,Asbury,ASBURY,MO,64832,21133 UPHILL LANE,37.3596,-94.5913,"1,416,358.59","1,405,213.70","4,080.50","7,064.39",,"1,416,358.59"
1000158,Ascend (Decatur Plant),DECATUR,AL,35601,1050 CHEMSTRAND AVENUE,34.6339,-87.0244,"503,870.33","500,018.00","1,368.50","2,483.83","469,553.33",
1004962,Ascend Performance Materials LLC,Cantonment,FL,32533,3000 Old Chemstrand Road,30.598192,-87.248807,"5,485,481.09","970,072.30",312.75,"4,515,096.04","851,028.44",
1002530,Ash Grove Cement Company-LEAMINGTON,Nephi,UT,84648,19090 West Highway 132,39.563527,-112.197061,"473,850.86","472,192.10",639.00,"1,019.76","47,498.24",
1007180,Asheville Steam Electric Plant,ARDEN,NC,28704,200 CP&L DRIVE,35.4714,-82.5431,"2,404,067.23","2,385,342.50","6,839.00","11,885.73",108.40,"2,403,958.83"
1006751,Ashtabula,ASHTABULA,OH,44004,2133 Lake Road East,41.9086,-80.7697,"1,037,196.20","1,031,755.20",271.00,"5,170.00",82.60,"1,037,113.60"
1004873,Asphalt Hawaii Kalaeloa Asphalt Terminal,Kapolei,HI,96707,91-550 Malakole Street,21.31948,-158.116295,"2,067.07","2,060.00",2.00,5.07,"2,067.07",
1000132,Astoria Gas Turbine Power,ASTORIA,NY,11105,31 01 20TH AVE,40.7864,-73.9133,"41,357.51","41,298.70",23.05,35.76,"1,419.93","39,937.58"
1007053,Astoria Generating Station,ASTORIA,NY,11105,18-01 20TH AVE,40.7869,-73.9122,"1,184,540.45","1,183,085.20",606.25,849.00,"1,030.20","1,183,510.26"
1002577,Athens,Athens,OH,45701,9375 Harner Rd.,39.24099,-82.12427,"65,076.06","65,009.20",30.50,36.36,"65,076.06",
1000101,Athens Generating Company,ATHENS,NY,12015,9300 U S HIGHWAY 9W,42.2728,-73.8492,"2,288,949.27","2,286,625.20","1,060.25","1,263.82",,"2,288,949.27"
1011217,Athens-Hocking Reclamation Center Landfill,Nelsonville,OH,45764,17970 Diamond Brick Road (Old U.S. Route 33),39.45634,-82.279142,"82,507.50",,"82,507.50",,,
1003450,Atkinson County - S.R. 50 MSW Landfill,Willachoochee,GA,31650,64 Arthur Davis Jr. Drive,31.369779,-83.014653,"24,599.75",,"24,599.75",,,
1004233,"Atlantis, MMS Platform ID 02481, Complex ID 1223-1",Offshore,LA,00000,,27.19545638,-90.02698449,"190,884.39","190,679.10",91.75,113.54,"190,884.39",
1006523,Atmos Energy Corporation - APT Howard,Dallas,TX,75240,5430 LBJ Freeway,32.92548,-96.81613,"35,044.57","35,008.40",16.50,19.67,"35,044.57",
1007247,Attala Generating Plant,SALLIS,MS,39160,2500 ATTALA ROAD 4130,33.0142,-89.6758,"590,134.41","589,534.90",273.50,326.01,0.00,"590,134.41"
1000551,Auburndale Peaker Energy Center,AUBURNDALE,FL,33823,1651 WEST DERBY AVENUE,28.0534,-81.8059,"8,711.47","8,702.70",4.00,4.77,,"8,711.47"
1005810,Aucilla Area Solid Waste Facility,Greenville,FL,32331,1313 SW Greenville Hills Rd.,30.4607,-83.6085,"38,258.50",,"38,258.50",,,
1001379,Audrain Power Plant,VANDALIA,MO,63382,40897 HIGHWAY P,39.3092,-91.5369,"36,163.32","36,126.60",16.75,19.97,,"36,163.32"
1001780,Auriga Polymers Inc.,SPARTANBURG,SC,29307,1550 Dewberry Road,35.027817,-81.87896,"117,144.31","117,023.20",55.25,65.86,"117,144.31",
1001397,Aurora Generating Station,AURORA,IL,60504,2909 NORTH EOLA ROAD,41.8151,-88.2265,"19,164.23","19,145.60",8.50,10.13,68.00,"19,096.23"
1000843,Avon Lake Power Plant,AVON LAKE,OH,44012,33570,41.5042,-82.05,"2,411,362.43","2,390,099.80","7,775.75","13,486.88",450.85,"2,410,911.59"
1000254,Axiall Corporation - Natrium Plant,Proctor,WV,26055,"15696 Energy Road, State Route 2",39.7475,-80.8547,"791,272.27","784,979.30","2,302.75","3,990.22","791,272.27",
1003903,"Axiall, Aberdeen",ABERDEEN,MS,39730,715 HIGHWAY 25 SOUTH,33.813472,-88.559444,"59,103.53","59,043.00",27.75,32.78,"59,103.53",
1005872,"B BRAUN MEDICAL, INC",IRVINE,CA,92614,2525 MCGAW AVE,33.6878,-117.8379,"53,483.38","53,054.30",195.75,233.33,"53,483.38",
1000668,B C Cobb,MUSKEGON,MI,49445,151 N CAUSEWAY,43.2542,-86.2417,"1,950,172.31","1,939,941.50",509.75,"9,721.06",65.60,"1,950,106.71"
1000732,B L England,MARMORA,NJ,08223,900 NORTH SHORE ROAD,39.29,-74.6339,"603,884.11","599,099.10","1,747.50","3,037.51",190.10,"603,694.01"
1005983,B117 COMPRESSOR STATION,BRIDGEPORT,TX,76426,BLEWITT ROAD NEAR HWY 287,33.168391,-97.850395,"68,351.60","68,282.00",31.75,37.85,"68,351.60",
1003412,BACKRIDGE LANDFILL,LA GRANGE,MO,63448,26265 STATE HIGHWAY B,40.0161,-91.5217,"89,705.00",,"89,705.00",,,
1002728,BADGER CREEK LIMITED,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,35.44735,-119.08652,"180,623.32","180,437.00",85.00,101.32,"180,623.32",
1002032,BADGER STATE ETHANOL,MONROE,WI,53566,820 West 17th Street,42.5949,-89.66691,"90,533.65","90,438.80",43.00,51.85,"90,533.65",
1000046,BADLANDS SANITARY LANDFILL,MORENO VALLEY,CA,92555,31125 IRONWOOD AVENUE,33.752899,-116.055397,"42,166.50",,"42,151.00",15.50,22.00,
1006833,BAILEY CMP STN,BAILEY,TX,75413,2844 County Road 3115,33.478057,-96.147923,"47,407.07","47,358.00",22.25,26.82,"47,407.07",
1007654,BAKERSFIELD CITY LANDFILL,BAKERSFIELD,CA,93306,4200 PANORAMA DRIVE,35.4142,-118.9491,"9,930.00",,"9,930.00",,,
1002896,BAKERSFIELD METROPOLITAN SANITARY LANDFILL,Edison,CA,93220,2951 Neumarkel Road,35.3436,-118.7573,"75,273.00",,"75,273.00",,,
1007875,BALDWIN COUNTY SOLID WASTE,SUMMERDALE,AL,36580,15140 COUNTY ROAD 49,30.443309,-87.774276,"124,264.25",,"124,264.25",,,
1004171,BALL STATE UNIVERSITY,MUNCIE,IN,47306,2000 W UNIVERSITY AVE,40.19765,-85.40893,"79,489.28","79,264.30",222.00,2.98,"79,489.28",
1004964,BARBER CREEK,GILLETTE,WY,82718,,44.168462,-105.8914954,"1,626.44","1,624.80",0.75,0.89,"1,626.44",
1002944,"BARGATH, INC- HYRUP PROD FACILITY",PARACHUTE,CO,81635,,39.369139,-108.06329,"44,747.63","44,701.60",21.00,25.03,"44,747.63",
1002943,"BARGATH, INC.- PARACHUTE","PARACHUTE, 3.4 MI NW OF",CO,81635,,39.487297,-108.111356,"170,481.81","170,305.90",80.25,95.66,"170,481.81",
1004748,BARRICK WESTERN 102 POWER PLANT,MCCARRAN,NV,89434,2555 WALTHAM WAY,39.55904,-119.51061,"94,898.59","94,800.20",44.75,53.64,"94,898.59",
1005395,BARROW UTILITIES & ELECTRIC,BARROW,AK,99723,1295 AGVIK STREET,71.292071,-156.77847,"42,688.54","42,643.60",20.50,24.44,"42,688.54",
1004406,BARSTOW SANITARY LANDFILL,BARSTOW,CA,92311,"32553 BARSTOW ROAD, 5 MILES S OF BARSTOW",34.837222,-117.017655,"40,116.50",,"40,116.50",,,
1002168,BARTHOLOMEW CO LANDFILL,COLUMBUS,IN,47201,11110 E 25th Street,39.2283,-85.8009,"35,750.75",,"35,750.75",,,
1002167,BARTHOLOMEW COUNTY LANDFILL II,COLUMBUS,IN,47201,811 E CR 450 S,39.134761,-85.93343,"46,697.75",,"46,697.75",,,
1002401,BARTON COUNTY SANITARY LANDFILL,GREAT BEND,KS,67530,350 NE 30 ROAD,38.4082,-98.7054,"31,743.95",15.70,"31,728.25",,15.70,
1006619,BARTOW COUNTY MSWL,CARTERSVILLE,GA,30120,40 ALLATOONA DAM RD SE,34.14457,-84.76363,0.00,0.00,,,,
1005850,BASF BEAUMONT AGRO PLANT,BEAUMONT,TX,77705,14385 WEST PORT ARTHUR ROAD,29.971389,-94.053333,"32,461.63","32,428.20",15.25,18.18,"32,461.63",
1004208,BASF CORP - GEISMAR SITE,GEISMAR,LA,70734,8404 RIVER ROAD HIGHWAY 75,30.209725,-91.012892,"704,305.52","703,858.90",203.75,242.87,"618,559.82",
1002613,BASF CORP - PASADENA PLANT,PASADENA,TX,77501,4403 LA PORTE FWY,29.731639,-95.152083,"80,062.25","79,979.50",37.75,45.00,"80,062.25",
1007885,BASF CORP ATTAPULGUS OPS,ATTAPULGUS,GA,39815,141 ENGELHARD RD,30.738055,-84.49394,"94,402.36","94,297.40",46.25,58.71,"94,402.36",
1002622,BASF CORP SAVANNAH OPERATIONS,SAVANNAH,GA,31404,1800 EAST PRESIDENT STREET,32.07069,-81.0604,"47,862.07","47,812.20",22.75,27.12,"47,862.07",
1000017,BASF CORPORATION,PALMYRA,MO,63461,3150 HWY JJ,39.834118,-91.436791,"128,757.07","128,221.70",202.50,332.87,"128,757.07",
1003551,BASF CORPORATION,MC INTOSH,AL,36553,1379 CIBA RD,31.279,-87.9955,"91,358.46","91,264.20",43.00,51.26,"91,358.46",
1003325,BASF Corporation,McIntyre,GA,31054,1277 Dedrick Road,32.877917,-83.223889,"267,401.32","267,121.10",126.75,153.47,"267,401.32",
1000356,BASF Corporation,KANKAKEE,IL,60901,2525 SOUTH KENSINGTON ROAD,41.085542,-87.880542,"52,519.74","52,462.20",26.25,31.29,"52,519.74",
1006829,BASF Corporation,Gordon,GA,31031,Highway 18 Spur,32.890393,-83.344945,"50,960.21","50,907.30",24.00,28.91,"50,960.21",
1005378,BASF Corporation,Newport,DE,19804,205 South James Street,39.71161,-75.60906,"32,205.63","32,172.20",15.25,18.18,"32,205.63",
1001934,BASF FREEPORT SITE,FREEPORT,TX,77541,602 COPPER ROAD,29.002075,-95.399777,"685,593.99","684,934.20",301.00,358.79,"685,593.99",
1006543,BASF TOTAL PETROCHEMICALS LLC,PORT ARTHUR,TX,77642,7501 GULFWAY DR,29.951649,-93.887272,"1,541,152.44","1,524,329.80","7,105.75","9,716.89","1,497,206.85",
1006355,BASIC AMERICAN FOODS,SHELLEY,ID,83274,434 SOUTH EMERSON AVENUE,43.37523,-112.127612,"31,014.08","30,982.30",14.50,17.28,"31,014.08",
1004740,BASIC AMERICAN FOODS,BLACKFOOT,ID,83221,415 W. COLLINS RD.,43.202025,-112.383942,"53,511.45","53,455.80",25.25,30.40,"53,511.45",
1002766,BATH LANDFILL,BATH,ME,04530,11 DETRITUS DR,43.94,-69.82,"17,168.35",7.60,"17,160.75",,7.60,
1002639,BATTLE CREEK LANDFILL,LURAY,VA,22835,219 LANDFILL DRIVE,38.622463,-78.586795,"54,446.25",26.00,"54,420.25",,26.00,
1007735,BAXTER HEALTHCARE SA / BAXTER HEALTHCARE OF PUERTO RICO,GUAYAMA,PR,00784,ROAD 3 KM 142.5,17.9631,-66.1503,"6,695.45","6,673.20",6.75,15.50,"6,695.45",
1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,PANAMA CITY,FL,32404,6510 BAY LINE DRIVE,30.2656,-85.5214,"43,856.26","41,441.50",941.75,"1,473.01","43,856.26",
1004996,"BAY VALLEY FOODS, LLC",PITTSBURGH,PA,15212,1080 River Avenue,40.45555,-79.98829,"95,956.36","95,228.10",267.25,461.01,"95,956.36",
1001918,BAYER CROPSCIENCE,KANSAS CITY,MO,64120,8400 HAWTHORN ROAD,39.122417,-94.474833,"32,451.23","32,417.50",15.25,18.48,"32,451.23",
1002999,BAYOU SALE PRODUCTION FACILITY - BAYOU SALE FIELD,FRANKLIN,LA,70538,6972 HWY 317,29.602012,-91.52483,"56,415.78","56,356.50",26.50,32.78,"56,415.78",
1007684,BAYTOWN LANDFILL,BAYTOWN,TX,77520,4791 TRI CITY BEACH RD,29.680398,-94.930647,"63,153.82",,"63,153.82",,,
1006417,BAYVIEW LANDFILL,Elberta,UT,84626,"10800 South State Road 68, 764965",39.95249,-111.95619,"53,956.15",1.90,"53,954.25",,1.90,
1002278,BAZOR RIDGE GAS PLANT,WAYNESBORO,MS,39367,595 CEAMON PITTMAN ROAD,31.5436,-88.64131,"37,358.06","37,319.70",17.50,20.86,"37,358.06",
1000330,"BD LAPLACE, LLC",LAPLACE,LA,70068,138 HWY 3217,30.03686,-90.46454,"66,465.24","66,434.00",14.25,16.99,"30,375.24",
1006384,BEACON HEATING,DETROIT,MI,48226,541 MADISON STREET,42.3384,-83.0442,"100,066.92","99,963.30",47.00,56.62,"100,066.92",
1005038,BEAR ISLAND PAPER COMPANY LLC,ASHLAND,VA,23005,10026 OLD RIDGE ROAD,37.8181,-77.4375,"73,065.16","68,457.00","1,785.50","2,822.66","73,065.16",
1006139,BEAR MOUNTAIN LIMITED,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,35.44735,-119.08652,"187,999.99","187,806.00",88.50,105.49,"187,999.99",
1006416,BEAUMONT POLYETHYLENE PLANT,BEAUMONT,TX,77713,11440 HWY 90 WEST,30.068247,-94.23005,"19,872.88","19,852.60",9.25,11.03,"19,872.88",
1007568,BEAVER CREEK GAS PLANT,RIVERTON,WY,82501,380 Beaver Creek Road,42.864635,-108.30697,"43,117.29","43,074.00",19.75,23.54,"43,117.29",
1004815,BEECH HOLLOW SANITARY LANDFILL *,WELLSTON,OH,45692,28 AW LONG ROAD,39.12929,-82.465678,"224,997.55",80.30,"224,917.25",,80.30,
1003744,BEECHER LANDFILL,BEECHER,IL,60401,1055 W GOODENOW RD,41.384792,-87.63704,"82,098.25",,"82,098.25",,,
1005525,BELLEFIELD BOILER PLANT,PITTSBURGH,PA,15213,,40.442121,-79.949221,"83,754.48","83,667.90",39.50,47.08,"83,754.48",
1004353,BELLEVILLE LANDFILL,BELLEVILLE,IL,62220,2381 PARK ROAD,38.486678,-90.014531,"3,752.50",,"3,752.50",,,
1005845,BENBROOK CMP STN,WHEATLAND,TX,76126,1 M SW FROM WHEATLAND ON HWY 377,32.598567,-97.555872,"28,306.15","28,278.00",13.25,14.90,"28,306.15",
1002325,BENEDUM GAS PLANT,MIDKIFF,TX,79755,10501 HIGHWAY 1555,31.362088,-101.77962,"57,563.43","57,504.00",27.25,32.18,"57,563.43",
1003718,BENTONITE PERFORMANCE MINERALS LLC LOVELL,LOVELL,WY,82431,789 HWY 14A,44.82434,-108.14365,"42,988.00","42,659.40",120.00,208.60,"42,988.00",
1003913,BENTONITE PERFORMANCE MINERALS-COLONY,BELLE FOURCHE,SD,57717,554 HWY 212 (ZIP PROVIDED IS NOT WY),44.68109,-103.8518,"36,223.61","35,954.50",99.25,169.86,"36,223.61",
1003478,BERKELEY COUNTY LANDFILL,MONCKS CORNER,SC,29461,555 OAKLEY ROAD,33.13181,-80.04206,"86,955.00",,"86,955.00",,,
1004613,BETA OCS PARCELS,Offshore,CA,00000,,33.576,-118.1232,"44,262.11","44,163.50",32.75,65.86,"44,262.11",
