Facility Id,Facility Name,City,State,Zip Code,Address,Latitude,Longitude,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Stationary Combustion,Electricity Generation
1010722,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,47.08,-119.22,25458.1,25431.8,12.0,14.3,25458.1,
1011964,Basic American Foods Rexburg,Rexburg,ID,83440,40 East 7'th North,43.84,-111.78,175.0,20.1,22.3,132.6,175.0,
1011063,Basin Creek Plant,Butte,MT,59701,500 Nils Drive,45.93,-112.52,61723.5,61659.9,29.0,34.6,61723.5,
1007300,Bastrop Clean Energy Center,CEDAR CREEK,TX,78612,125 OLD BASTROP ROAD,30.15,-97.55,844828.0,843970.4,391.3,466.4,,844828.0
1007920,Batavia Energy,Batavia,NY,14020,163 Cedar Street,42.98,-78.16,17635.9,17617.8,8.3,9.8,,17635.9
1010637,Batesville Generation Facility,BATESVILLE,MS,38606,200 INDUSTRIAL DRIVE,34.34,-89.93,1499542.1,1498019.2,694.8,828.1,,1499542.1
1005950,"Bavarian Trucking Co., Inc.",Walton,KY,41094,12764 McCoys Fork Road,38.86,-84.66,38039.4,102.4,37936.8,0.3,102.7,
1000699,Baxter Wilson,VICKSBURG,MS,39180,770 KEMP BOTTOM ROAD,32.28,-90.93,540020.2,539470.3,250.8,299.2,19426.6,520593.7
1000978,Bay Front,ASHLAND,WI,54806,122 N 14TH AVE W,46.59,-90.90,18611.6,14805.5,600.3,3205.9,,18611.6
1007242,Bay Shore,OREGON,OH,43616,4701 BAY SHORE ROAD,41.69,-83.44,1516073.8,1512060.7,1186.0,2827.1,2213.1,1513860.7
1002246,Bayer CropScience LP,MUSCATINE,IA,52761,2500 WIGGINS RD,41.35,-91.08,74779.7,74702.4,35.3,42.0,74779.7,
1001989,Bayer CropScience LP - Luling Site,LULING,LA,70070,12501 S RIVER RD,29.92,-90.35,93120.3,93024.4,43.8,52.2,93120.3,
1000555,Bayonne Energy Center,Bayonne,NJ,07002,401 Hook Road,40.65,-74.09,393008.6,392573.1,190.5,245.0,,393008.6
1001246,"Bayonne Plant Holding, LLC",BAYONNE,NJ,07002,10 HOOK ROAD,40.66,-74.11,40844.8,40800.0,19.8,25.0,39022.7,1822.0
1000346,Bayou Cogeneration Plant,PASADENA,TX,77507,11777 BAY AREA BLVD.,29.62,-95.05,1757240.1,1752898.1,1311.0,3031.0,1757240.1,
1007931,Bayou Cove Peaking Power Plant,JENNINGS,LA,70546,118 BERGEAUX ROAD,30.28,-92.60,72615.4,72541.4,33.8,40.2,514.0,72101.3
1001630,Bayport Polymers LLC - HDPE Plant,Pasadena,TX,77507,12212 Port Road,29.64,-95.06,29824.4,29793.7,14.0,16.7,29824.4,
1001172,Bayside Power Station,TAMPA,FL,33619,3602 PORT SUTTON ROAD,27.91,-82.42,2694636.4,2691901.1,1248.3,1487.0,,2694636.4
1000131,Bayswater Peaking Facility,FAR ROCKAWAY,NY,11691,14-25 BAY 24TH ST,40.61,-73.76,94891.2,94777.3,48.0,65.9,,94891.2
1006983,Baytown Energy Center,BAYTOWN,TX,77523,8605 FM 1405,29.77,-94.90,1848493.9,1846615.9,856.8,1021.2,50368.2,1798125.7
1000550,Bear Garden Generating Station,New Canton,VA,23123,2608 C.G.Woodson Road,37.70,-78.28,1525706.9,1524124.1,717.8,865.1,841.3,1524865.6
1000284,Beatrice,BEATRICE,NE,68310,20261 SW 61ST RD,40.33,-96.81,211106.6,210892.3,97.8,116.5,67.0,211039.6
1002488,Beaver,CLATSKANIE,OR,97016,80997 KALLUNKI ROAD,46.17,-123.18,263746.8,263475.0,124.0,147.8,263746.8,
1012567,Beaver Dam Energy LLC,Canton,PA,17724,175 Groff Lane,41.65,-76.80,26790.7,26763.3,12.5,14.9,26790.7,
1011233,Bedford County Landfill,Bedford,VA,24523,1060 Recycle Road,37.26,-79.48,29943.5,25.5,29918.0,,25.5,
1002901,Bee Ridge Landfill,Sarasota,FL,34241,8350 Bee Ridge Road,27.30,-82.40,56121.0,,56121.0,,,
1004723,Befesa Zinc US INC,Palmerton,PA,18071,900 Delaware Avenue,40.81,-75.59,164031.2,164001.3,13.5,16.4,27841.2,
1004997,Befesa Zinc US INC,Rockwood,TN,37854,199 Truck Route,35.87,-84.70,111936.0,111933.3,1.3,1.5,3166.3,
1005814,Befesa Zinc US INC,Barnwell,SC,29812,941 Technology Drive,33.24,-81.47,142895.9,142891.0,2.3,2.7,5217.0,
1004427,Befesa Zinc US INC,CHICAGO,IL,60617,2701 E. 114TH ST.,41.69,-87.55,89339.5,89334.8,2.0,2.7,4556.5,
1001187,Belews Creek,BELEWS CREEK,NC,27052,3195 PINE HALL ROAD,36.28,-80.06,7080078.6,7023463.7,20703.3,35911.7,24636.1,7055442.5
1001011,Belle River,SAINT CLAIR HAVEN,MI,48054,E CHINA TOWNSHIP,42.77,-82.49,7842487.2,7782336.3,22017.0,38133.9,4059.5,7838427.6
1001255,Bellemeade Power Station,RICHMOND,VA,23224,1860 COMMERCE ROAD,37.50,-77.43,25994.8,25909.9,25.3,59.6,,25994.8
1001207,Bellingham,BELLINGHAM,MA,02019,92 DEPOT ST,42.09,-71.48,63462.7,63341.9,42.8,78.1,,63462.7
1006864,Bellingham Power Generation LLC,BELLINGHAM,MA,02019,155 MAPLE ST,42.11,-71.45,906883.8,905963.2,420.0,500.6,1254.6,905629.2
1003790,Belpre Carbon Black Plant,Belpre,OH,45714,11135 State Route 7,39.30,-81.57,189928.0,189909.9,8.3,9.8,17729.1,
1000244,Bennett Mountain Power Project,Mountain Home,ID,83647,2750 NE Industrial Way,43.15,-115.67,89056.6,88966.2,41.3,49.2,124.5,88932.1
1003413,Benson Valley LF,FRANKFORT,KY,40601,2157 HIGHWAY 151,38.13,-84.99,26989.3,13.3,26976.0,,13.3,
1000742,Bergen,RIDGEFIELD,NJ,07657,VICTORIA TERRACE,40.84,-74.02,1660532.3,1658742.2,793.0,997.1,10269.0,1650263.3
1001298,Berkshire Power,AGAWAM,MA,01001,36 MOYLAN LANE,42.05,-72.65,257882.5,257620.6,119.5,142.4,49.1,257833.4
1000777,Bethlehem Energy Center (Albany),GLENMONT,NY,12077,ROUTE 144 RIVER ROAD,42.59,-73.76,1921323.8,1919372.9,890.0,1060.9,198.6,1921125.2
1003937,Bethlehem Landfill Company,BETHLEHEM,PA,18015,2335 APPLEBUTTER ROAD,40.62,-75.30,47669.8,112.5,47557.0,0.3,112.8,
1000127,Bethlehem Power Plant,BETHLEHEM,PA,18015,2254 APPLEBUTTER ROAD,40.62,-75.31,1822021.7,1820050.6,871.5,1099.6,,1822021.7
1001238,Bethpage Energy Center,HICKSVILLE,NY,11801,939 SOUTH BROADWAY,40.75,-73.50,221290.9,221066.2,102.5,122.2,197.3,221093.6
1013632,"Biewer Sawmill - Newton, LLC",Newton,MS,39345,331 Coliseum Drive,32.36,-89.13,29418.7,29388.6,13.8,16.4,29418.7,
1001492,Big Bend,APOLLO BEACH,FL,33572,13031 WYANDOTTE ROAD,27.79,-82.40,4763814.7,4734463.9,10854.0,18496.9,,4763814.7
1007500,Big Brown,FAIRFIELD,TX,75840,,31.82,-96.06,877869.4,871261.7,2417.3,4190.5,458.6,877410.8
1007930,Big Cajun 1,JARREAU,LA,70749,7807 RIVER ROAD   HWY 415,30.67,-91.35,99820.4,99718.5,46.5,55.4,247.2,99573.2
1001016,Big Cajun 2,NEW ROADS,LA,70760,10431 CAJUN 2 ROAD   HWY 981,30.73,-91.37,4773731.3,4739719.2,12474.8,21537.4,2353.4,4771377.9
1006022,"Big River Resources Boyceville, LLC",BOYCEVILLE,WI,54725,N10185 370TH ST,45.05,-91.98,83676.8,83423.5,206.5,46.8,83509.5,
1012997,Big River Steel LLC,Osceola,AR,72370,2027 E. State Hwy.198,35.70,-90.04,312792.1,312670.4,55.5,66.2,118177.5,
1001587,Big Sandy,LOUISA,KY,41230,23000 HWY 23,38.17,-82.62,345778.8,345427.5,160.3,191.0,0.0,345778.8
1007358,Big Sandy Peaker Plant,KENOVA,WV,25530,300 BIG SANDY RIVER ROAD,38.34,-82.59,94132.5,94035.5,44.3,52.7,,94132.5
1000604,Big Spring Carbon Black Plant,BIG SPRING,TX,79720,1211 North Midway Road,32.28,-101.41,314540.0,314540.0,,,0.0,
1001027,Big Stone,BIG STONE CITY,SD,57216,48450 144TH ST,45.30,-96.51,2538898.7,2519012.8,7273.0,12612.9,2447.5,2536451.2
1003320,Billerud Escanaba LLC,ESCANABA,MI,49829,7100 COUNTY ROAD 426,45.80,-87.09,586465.2,491043.3,90496.0,4925.9,451003.8,
1001892,Billerud Quinnesec LLC,QUINNESEC,MI,49876,W6791 US HIGHWAY 2,45.80,-87.96,131696.5,78578.7,47823.3,5294.6,36761.5,
1006218,Billy Wright Landfill,Los Banos,CA,93522,17173 Billy Wright Road,37.04,-120.97,29657.8,,29657.8,,,
1000466,BioUrja Renewables LLC,PEORIA,IL,61602,FOOT OF EDMUND ST,40.68,-89.61,496328.3,495816.5,233.5,278.3,496328.3,
1000259,Birchwood Power Facility,KING GEORGE,VA,22485,10900 BIRCHWOOD DRIVE,38.27,-77.31,562956.1,558476.6,1637.5,2842.0,562956.1,
1000689,Black Dog,BURNSVILLE,MN,55337,1400 BLACK DOG ROAD,44.81,-93.25,440183.3,439736.7,203.8,242.9,2740.2,437443.1
1006869,Black Mountain Facility,LAS VEGAS,NV,89124,,36.22,-114.88,357028.9,356660.6,168.0,200.3,357028.9,
1000489,Black Mountain Generating Station,Golden Valley,AZ,86413,6625 S. Yuma Road,35.04,-114.16,43634.5,43590.1,20.3,24.1,,43634.5
1005822,Blackhawk Station,BORGER,TX,79007,SPUR 119 N COGEN PLACE,35.70,-101.36,1075974.8,1074876.1,501.3,597.5,,1075974.8
1006657,Blackstone Power Generation LLC,BLACKSTONE,MA,01504,204 ELM ST,42.06,-71.52,836480.2,835630.8,387.5,461.9,5.5,836474.7
1011455,Blossom Prairie Landfill,Blossom,TX,75416,1096 CR 15100,33.60,-95.34,74393.0,,74393.0,,,
1000979,Blount Street,MADISON,WI,53703,717 E MAIN ST,43.08,-89.37,24529.4,24504.7,11.3,13.4,2123.9,22405.4
1001687,Blue Diamond Mining Mine 77,Hazard,KY,41701,1021 Tori Drive,37.27,-83.24,31782.5,,31782.5,,,
1000424,Blue Lake Generating Plant,SHAKOPEE,MN,55379,1200 70TH ST,44.79,-93.43,70723.1,70647.9,33.5,41.7,1175.1,69548.0
1003773,Blue Ridge Landfill Company,SCOTLAND,PA,17254,1660 ORCHARD RD,39.97,-77.56,112061.3,122.5,111938.5,0.3,122.8,
1000230,Blue Ridge Paper Products LLC,CANTON,NC,28716,175 MAIN ST,35.54,-82.84,963662.9,886752.7,71411.3,5499.0,809502.2,
1004446,Blue Ridge Resource Authority Landfill,Buena Vista,VA,24416,225 Landfill Road,37.77,-79.36,47926.3,,47926.3,,,
1000141,Blue Spruce Energy Center,AURORA,CO,80019,1751 N POWHATON RD,39.74,-104.68,150881.5,150726.9,70.3,84.3,55.4,150826.1
1007421,Blue Valley,INDEPENDENCE,MO,64056,21500 E TRUMAN RD,39.09,-94.33,18456.8,18442.0,6.8,8.0,8575.6,9881.2
1001341,Bluegrass Generating Station,LA GRANGE,KY,40031,3095 Commerce Parkway,38.39,-85.41,67461.9,67393.4,31.3,37.3,132.1,67329.8
1000463,Bluffview Power Plant,FARMINGTON,NM,87401,755 MURRAY DRIVE,36.72,-108.22,166487.7,166318.9,77.0,91.8,,166487.7
1001405,Blythe Energy,BLYTHE,CA,92225,385 N. Buck Blvd.,33.62,-114.69,1089869.1,1088762.1,505.0,602.0,,1089869.1
1007940,Boardman,BOARDMAN,OR,97818,73334 TOWER RD,45.69,-119.81,1513361.9,1501542.2,4321.8,7498.0,1027.7,1512334.2
1000811,Bobby C. Smith Jr. Energy Facility,RINCON,GA,31326,3440 MCCALL ROAD,32.28,-81.28,722755.8,722021.5,335.0,399.3,366.8,722389.0
1000640,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,47.92,-122.27,72308.1,72233.0,34.0,41.1,72308.1,
1000637,Boeing-St. Louis,St. Louis,MO,63134,6200 McDonnell Blvd. (MC - S106-7265),38.74,-90.34,29524.7,29494.0,14.0,16.7,29524.7,
1013165,Boise Cascade Wood Products - Florien Operations,Florien,LA,71429,225 Studeman St.,31.46,-93.46,26966.8,25554.0,211.3,1201.5,26966.8,
1001149,Bonanza,VERNAL,UT,84078,12500 EAST 25500 SOUTH,40.09,-109.28,3730258.4,3700386.8,10926.0,18945.6,1366.6,3728891.9
1001759,Bondad Compressor Station,DURANGO,CO,81301,,37.09,-107.88,15320.1,15304.2,7.3,8.6,15320.1,
1013336,"Bonnell Aluminum, Inc.",Newnan,GA,30263,25 Bonnell St,33.38,-84.81,27059.8,27029.9,13.3,16.7,27059.8,
1011034,"Bonnell Aluminum, Inc.",Carthage,TN,37030,54 Bonnell Lane,36.27,-85.96,32505.8,32471.2,15.5,19.1,32505.8,
1011956,Boone County Sanitary Landfill,Boone,IA,50036,1268 224th Lane,42.03,-93.92,29897.0,,29897.0,,,
1004808,Bordeaux Landfill,Nashville,TN,37218,1400 County Hospital Road,36.18,-86.84,57761.0,,57761.0,,,
1003533,Borger Carbon Black Plant,Borger,TX,79007,9440 FM 1559,35.67,-101.43,225654.7,225608.1,21.3,25.3,45391.8,
1000605,Borger Carbon Black Plant,Borger,TX,79007,9455 FM 1559,35.67,-101.44,312311.4,312293.3,8.3,9.8,17437.4,
1004701,Borman Specialty Materials,HENDERSON,NV,89015,560 WEST LAKE MEAD PARKWAY,36.04,-115.00,29342.6,29312.5,13.8,16.4,29342.6,
1008020,Bosque County Power Plant,Laguna Park,TX,76644,577 Bosque County Road 3610,31.86,-97.36,1590215.2,1588600.2,736.8,878.2,1333.6,1588881.5
1011817,Bostco Terminal,La Porte,TX,77571,1836 Miller Cut Off Road,29.71,-95.07,35531.7,35495.0,16.8,20.0,35531.7,
1002274,Boston University,Boston,MA,02134,120 Ashford Street,42.35,-71.12,50355.9,50297.6,25.3,33.1,50355.9,
1000687,Boswell Energy Center,COHASSET,MN,55721,1200 NW 3RD ST,47.26,-93.65,7818404.0,7757189.2,22392.3,38822.5,27.9,7818376.1
1010860,Boulder Park Generating Station,Spokane Valley,WA,99027,4424 N. Barker Road,47.70,-117.15,23325.3,23301.2,11.0,13.1,23325.3,
1001505,Bowen,CARTERSVILLE,GA,30120,317 COVERED BRIDGE ROAD SW,34.13,-84.92,13437167.2,13329773.4,39272.5,68121.3,17120.1,13420047.1
1000780,Bowline Generating Station,WEST HAVERSTRAW,NY,10993,140 SAMSONDALE AVE,41.20,-73.97,305849.1,305334.8,192.8,321.5,5331.8,300517.3
1007976,Bradford County Landfill,Troy,PA,16947,108 Steam Hollow Road,41.78,-76.63,37440.9,70.9,37370.0,,70.9,
1001041,Brame Energy Center,LENA,LA,71447,275 RODEMACHER RD,31.40,-92.72,7017057.9,6991545.4,4007.0,21505.5,,7017057.9
1001481,Brandon Shores LLC,Baltimore,MD,21226,2030 Brandon Shores RD,39.18,-76.54,5051164.3,5010881.9,14729.5,25552.9,72.9,5051091.4
1001167,Brandy Branch,BALDWIN,FL,32234,15701 W BEAVER ST,30.32,-81.95,1634151.2,1632475.3,760.8,915.2,3586.8,1630564.4
1001288,Brandywine Power Facility,BRANDYWINE,MD,20613,16400 MATTAWOMAN DRIVE,38.67,-76.87,499054.1,498501.2,241.8,311.1,56.7,498997.4
1000798,"Brazos Valley Energy, LP",THOMPSONS,TX,77481,3440 LOCKWOOD RD,29.47,-95.62,1125015.6,1123873.6,521.0,621.0,,1125015.6
1000963,Bremo Power Station,BREMO BLUFF,VA,23022,1038 BREMO ROAD,37.71,-78.29,8901.8,8893.0,4.0,4.8,32.2,8869.6
1000114,Brentwood,BRENTWOOD,NY,11717,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,40.79,-73.29,32708.8,32675.9,15.0,17.9,123.8,32585.0
1001299,Bridgeport Energy,BRIDGEPORT,CT,06604,10 ATLANTIC ST,41.17,-73.18,1400090.7,1398669.2,648.5,773.0,,1400090.7
1006949,Bridgeport Harbor Station,BRIDGEPORT,CT,06604,2 ATLANTIC ST,41.17,-73.18,359672.9,357804.6,98.5,1769.8,990.5,358682.4
1011682,Bridgestone Americas Tire Operations,Graniteville,SC,29829,1 Bridgestone Parkway,33.62,-81.85,34233.9,34198.0,16.3,19.7,34233.9,
1004316,Bristol-Myers Squibb,Wallingford,CT,06492,5 Research Parkway,41.48,-72.76,16954.8,16937.3,8.0,9.5,16954.8,
1001343,Broad River Energy Center,GAFFNEY,SC,29340,1124 VICTORY TRAIL ROAD,35.08,-81.58,1166780.8,1165586.6,542.5,651.7,3208.9,1163571.9
1005892,Broadhurst Environmental Landfill,Screven,GA,31560,4800 Broadhurst Road West,31.48,-81.99,68014.3,,68014.3,,,
1003163,Brookfield Avenue Landfill,Staten Island,NY,10308,575 Arthur Kill Road,40.56,-74.16,10010.5,,10010.5,,,
1000870,Brooklyn Navy Yard Cogeneration Project,Brooklyn,NY,11205,"63 Flushing Avenue, Unit 234, Bldg 41",40.70,-73.98,1048299.7,1047186.7,496.8,616.3,,1048299.7
1003303,Brooksville South Cement Plant,BROOKSVILLE,FL,34601,10311 CEMENT PLANT ROAD,28.58,-82.43,1011328.8,1007912.9,1257.5,2158.4,349.3,
1000739,Brownsville CT,BROWNSVILLE,TN,38012,948 BEECHGROVE RD,35.54,-89.20,361887.3,361520.3,167.7,199.4,90.7,361796.7
1004884,Brownsville Municipal Landfill,Brownsville,TX,78521,9000 FM 802,25.94,-97.40,113997.3,,113997.3,,,
1006909,Bruce Mansfield,SHIPPINGPORT,PA,15077,128 FERRY HILL ROAD,40.63,-80.42,3272094.4,3254572.0,883.3,16639.1,12070.3,3260024.1
1000886,"Brunner Island, LLC",Mt Wolf,PA,17347,1400 Wago Road,40.10,-76.70,1708174.3,1701846.9,515.5,5811.9,1110.5,1707063.8
1007427,Brunot Island Power Station,PITTSBURGH,PA,15204,2849 WEST CARSON STREET,40.46,-80.04,22640.9,22617.3,10.8,12.8,35.8,22605.1
1002733,"Brunswick Cellulose, Inc.",Brunswick,GA,31520,1400 W Ninth Street,31.17,-81.52,291856.6,198340.9,90196.0,3319.7,124708.7,
1011850,Brunswick County Power Station,Freeman,VA,23856,20100 Governor Harrison Pkwy,36.77,-77.71,3160796.1,3157585.9,1464.5,1745.7,3338.2,3157457.8
1001224,Brush Power Projects,BRUSH,CO,80723,1500 S CLAYTON,40.24,-103.63,84690.4,84604.4,39.3,46.8,30386.9,54303.5
1008387,Buchanan Mine #1,Raven,VA,24639,1636 Honaker Branch Road,37.21,-81.92,1790927.3,,1790927.3,,,
1005351,Buchanan Mine - Preparation Plant,Oakwood,VA,24631,4086 Page Drive,37.22,-82.02,0.0,0.0,,,0.0,
1000174,"Buchanan Units 1, 2",KEEN MOUNTAIN,VA,24631,RT 626 OFF RT 460,37.18,-81.96,100273.7,100171.8,46.5,55.4,,100273.7
1000831,Buck,SALISBURY,NC,28145,1555 DUKEVILLE RD,35.71,-80.38,1953656.2,1951672.4,905.0,1078.8,219.7,1953436.5
1011920,Buckeye Texas Processing LLC,Corpus Christi,TX,78409,7209 Up River Road,27.82,-97.50,98780.5,97775.5,708.8,296.2,94028.7,
1010646,Bucknell University,Lewisburg,PA,17837,1 Dent Drive,40.96,-76.88,29836.1,29804.0,14.3,17.9,29836.1,
1000917,Bull Run,CLINTON,TN,37716,1265 EGDEMOOR RD,36.02,-84.16,1459026.3,1447363.1,4264.8,7398.4,5999.6,1453026.7
1007402,Bunge,Council Bluffs,IA,51503,19560 Bunge Avenue,41.17,-95.79,101382.2,101277.5,47.8,56.9,101382.2,
1005022,Bunge Chevron Ag Renewables LLC,DESTREHAN,LA,70047,12466 RIVER ROAD,29.94,-90.35,45596.5,45549.4,21.5,25.6,45596.5,
1005019,Bunge Chevron Ag Renewables LLC  Cairo Facility,CAIRO,IL,62914,203 34TH ST.,37.01,-89.18,53023.3,52968.5,25.0,29.8,53023.3,
1004599,Bunge North America (East) LLC,Decatur,IN,46733,1200 N. 2nd Street,40.84,-84.93,77764.4,77684.4,36.5,43.5,77764.4,
1004821,Bunge North America (East) LLC,Delphos,OH,45833,234 S Jefferson Street,40.84,-84.34,23510.5,23486.4,11.0,13.1,23510.5,
1001553,Burlington (IA),BURLINGTON,IA,52601,4282 SULLIVAN SLOUGH ROAD,40.74,-91.12,1284032.3,1277318.0,336.3,6378.1,3032.5,1280999.8
1005893,C & T REGIONAL LANDFILL,LINN,TX,78563,"4MI. W OF 281 ON HIGHWAY 1017,",26.58,-98.19,3002.3,,3002.3,,,
1001500,C D McIntosh Jr Power Plant,LAKELAND,FL,33801,3030 E LAKE PARKER DR,28.08,-81.93,2512032.1,2497902.1,5247.5,8882.5,208.3,2511823.8
1001616,C P Crane LLC,Baltimore,MD,21220,1001 Carroll Island Road,39.33,-76.37,223392.2,221506.8,689.5,1195.9,1233.6,222158.5
1003620,C&C LANDFILL,MARSHALL,MI,49068,14800 P DRIVE NORTH,42.36,-85.01,53268.0,81.5,53186.5,,81.5,
1002748,C-E MINERALS PLANTS 1/2/6,ANDERSONVILLE,GA,31711,1949 GA HIGHWAY 49 South,31.95,-84.33,214800.7,213767.0,387.0,646.7,214800.7,
1001535,C. C. Perry K Steam Plant,INDIANAPOLIS,IN,46204,366 KENTUCKY AVE,39.76,-86.17,201995.9,201790.4,93.8,111.8,201995.9,
1000419,C. R. Wing Cogeneration Plant,BIG SPRING,TX,79720,500 REFINERY ROAD,32.27,-101.42,311753.6,311437.4,144.3,171.9,,311753.6
1006435,CABOT CORP - CANAL PLANT,FRANKLIN,LA,70538,272 CABOT LANE HIGHWAY 317,29.73,-91.48,412979.7,412962.2,8.0,9.5,16952.1,
1004791,CABOT CORP - VILLE PLATTE PLANT,VILLE PLATTE,LA,70586,2066 CABOT ROAD,30.75,-92.25,344710.0,344701.8,3.8,4.5,8058.0,
1006201,CACTUS LANDFILL,ELOY,AZ,85231,22481 E DEEP WELL RANCH,32.77,-111.32,73476.2,49.7,73426.5,,49.7,
1006980,"CADILLAC CASTING, INCORPORATED",CADILLAC,MI,49601,1500 4TH AVE.,44.27,-85.41,51611.4,51323.9,106.0,181.5,51611.4,
1003599,CALABASAS SANITARY LANDFILL,AGOURA (UNINCORP. LA COUNTY),CA,91301,5300 LOST HILLS ROAD,34.14,-118.71,54811.5,0.3,54709.0,102.2,146.0,
1006307,CALCASIEU REFINING COMPANY,LAKE CHARLES,LA,70605,4359 WEST TANK FARM ROAD,30.13,-93.32,242051.7,240597.2,737.3,717.3,240378.0,
1001864,CALGON CARBON CORP,CATLETTSBURG,KY,41129,15024 US HIGHWAY 23,38.34,-82.59,43882.2,43836.7,20.8,24.7,43882.2,
1005658,CALIFORNIA DAIRIES INC FRESNO,FRESNO,CA,93706,755 F STREET,36.73,-119.79,28298.8,28269.8,13.3,15.8,28298.8,
1005657,CALIFORNIA DAIRIES INC TIPTON,TIPTON,CA,93272,11894 AVENUE 120,36.01,-119.31,39668.7,39627.6,18.8,22.4,39668.7,
1006836,CALIFORNIA DAIRIES INC TURLOCK,TURLOCK,CA,95380,475 SOUTH TEGNER ROAD,37.49,-120.89,34038.4,34003.3,16.0,19.1,34038.4,
1005659,CALIFORNIA DAIRIES INC VISALIA,VISALIA,CA,93291,2000 NORTH PLAZA DRIVE,36.34,-119.39,61529.6,61466.0,29.0,34.6,61529.6,
1006761,CALIFORNIA STEEL INDUSTRIES INC,FONTANA,CA,92335,14000 SAN BERNARDINO AVE.,34.08,-117.50,176815.3,176632.8,83.3,99.2,176815.3,
1005363,"CALUMET KARNS CITY REFINING, LLC.",KARNS CITY,PA,16041,138 PETROLIA STREET,41.00,-79.72,33027.4,32987.2,17.0,23.2,33027.4,
1006500,CALUMET LUBRICANTS CO LP,PRINCETON,LA,71067,10234 HIGHWAY 157,32.59,-93.52,83059.3,79576.9,3434.8,47.7,55103.2,
1006499,CALUMET LUBRICANTS CO LP CALUMET COTTON VALLEY,COTTON VALLEY,LA,71018,1756 OLD HWY. 7,32.80,-93.41,91683.0,90287.5,1314.8,80.8,62583.2,
1005125,CALUMET SHREVPORT REFINING LLC,SHREVEPORT,LA,71109,3333 MIDWAY STREET,32.47,-93.79,385893.2,384383.6,995.3,514.3,321731.2,
1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,CAMDEN,NJ,08104,600 MORGAN BOULEVARD,39.91,-75.12,121362.7,114802.4,2558.5,4001.8,121362.7,
1007780,CAMELOT LANDFILL,LEWISVILLE,TX,75056,580 HUFFINES BLVD,33.04,-96.95,145264.5,,145264.5,,,
1003362,CAMINO REAL LANDFILL,SUNLAND PARK,NM,88063,1000 Camino Real Blvd,31.81,-106.59,200404.6,7.6,200397.0,,7.6,
1004254,CAMPBELL SOUP COMPANY (0335010105),NAPOLEON,OH,43545,12-773 ST RT 110,41.41,-84.14,80888.8,80805.0,38.5,45.3,80888.3,
1005780,CAMPBELL SOUP SUPPLY COMPANY,MAXTON,NC,28364,2120 HIGHWAY 71 NORTH,34.77,-79.33,42354.5,42309.2,20.3,25.0,42354.5,
1004205,"CAMPBELL SOUP SUPPLY COMPANY, LLC DBA DIXON CANNING CORP.",DIXON,CA,95620,8380 PEDRICK ROAD,38.48,-121.80,30784.6,30752.8,14.5,17.3,30784.6,
1003621,CANADIAN VALLEY LANDFILL,SHAWNEE,OK,74801,48210 E INDEPENDENCE,35.35,-96.80,26956.3,,26956.3,,,
1006544,"CANTON, CITY OF, CANTON SANITARY LANDFILL",CANTON,MS,39046,303 SOLDIER COLONY ROAD,32.60,-90.07,36781.0,,36781.0,,,
1004200,CAPE MAY COUNTY MUA SECURE LANDFILL,WOODBINE,NJ,08270,2050 ROUTE 610,39.23,-74.77,90766.0,,90752.0,14.0,20.0,
1004270,CAPITOL CEMENT PLANT,SAN ANTONIO,TX,78217,11551 NACOGDOCHES RD.,29.55,-98.42,394347.8,393495.1,314.5,538.2,2859.9,
1006733,CAPITOL POWER PLANT,WASHINGTON,DC,20003,25 E STREET SOUTHEAST,38.88,-77.01,68625.5,68524.5,42.3,58.7,68625.5,
1004554,CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,AUSTELL,GA,30106,3400 JOE JERKINS BOULEVARD,33.82,-84.65,96498.1,96359.9,59.3,79.0,96498.1,
1004334,CARBO Ceramics Inc. - Eufaula Plant,EUFAULA,AL,36027,36 ARCH DRIVE,31.88,-85.16,19429.2,19408.9,9.3,11.0,19429.2,
1004075,CARBO Ceramics Inc. - McIntyre Plant,MCINTYRE,GA,31054,2295 WRILEY RD,32.85,-83.16,9766.1,9756.2,4.5,5.4,9766.1,
1004181,CARBO Ceramics Inc. - Toomsboro Plant,TOOMSBORO,GA,31090,1880 DENT RD,32.85,-83.13,26994.9,26967.0,12.8,15.2,26994.9,
1003135,CARBON GREEN BIOENERGY,LAKE ODESSA,MI,48849,7795 SADDLEBAG LAKE ROAD,42.77,-85.07,79398.2,79267.7,85.3,45.3,79350.7,
1003102,CARBON LIMESTONE LANDFILL,LOWELLVILLE,OH,44436,8100 S STATELINE RD,41.00,-80.53,82957.8,36.5,82921.3,,36.5,
1002882,"CARDINAL ETHANOL, LLC",UNION CITY,IN,47390,1554 N 600 E,40.19,-84.86,176666.8,176329.0,238.0,99.8,176512.3,
1005358,CARDINAL FG,PORTAGE,WI,53901,1650 MOHR ROAD,43.56,-89.50,109568.0,109488.5,36.3,43.2,77346.3,
