Facility Id,Facility Name,City,State,Zip Code,Address,Latitude,Longitude,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Stationary Combustion,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009437,"Felman Production, Inc.",Letart,WV,25253,4442 Graham Station Rd,38.96,-81.93,77847.4,75608.6,2238.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013923,"Fiber Industries, LLC",Darlington,SC,29532,1000 McIver Road,34.28,-79.89,56791.9,56733.3,26.8,31.9,56791.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009616,"Fiberteq, LLC",Danville,IL,61834,3650 Southgate Drive,40.11,-87.54,30750.2,30718.4,14.5,17.3,30750.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004853,Fiberweb,Old Hickory,TN,37138,70 Old Hickory Boulevard,36.27,-86.66,83113.3,83027.8,39.0,46.5,83113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010743,First Quality Tissue SE,Anderson,SC,29626,441 Masters Blvd,34.46,-82.68,204577.3,204366.3,96.3,114.7,204577.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007203,Flint Creek Power Plant,GENTRY,AR,72734,21797 SWEPCO PLANT ROAD,36.26,-94.52,2716902.9,2695603.6,7791.0,13508.3,,2716902.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009505,"Flint Hills Resources Joliet, LLC",Channahon,IL,60410,23425 Amoco Road,41.44,-88.17,105246.1,105120.7,54.5,70.9,105246.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006985,Flint Hills Resources Pine Bend Refinery,Rosemount,MN,55068,12555 Clark Road,44.76,-93.04,4211122.7,4190876.4,14641.5,5604.8,1821799.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005785,Florida State University,Tallahassee,FL,32306,"990 Learning Way, Building 30",30.44,-84.30,22611.7,22586.7,11.0,14.0,22611.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000345,"Foley Cellulose, LLC",PERRY,FL,32348,1 BUCKEYE DRIVE,30.07,-83.53,367188.2,282918.6,77343.5,6926.1,208022.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007044,Foothills Environmental,Lenoir,NC,28645,2800 Cheraw Road,35.91,-81.59,54764.5,,54764.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006752,Ford Motor Company - Chicago Assembly Plant,Chicago,IL,60633,12600 S. Torrence Avenue,41.66,-87.56,56853.5,56794.9,26.8,31.9,56853.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001722,Ford Motor Company - Flat Rock Assembly Plant,FLAT ROCK,MI,48134,1 INTERNATIONAL DR.,42.10,-83.24,50962.4,50909.8,24.0,28.6,50962.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001410,Fore River Energy Center,WEYMOUTH,MA,02191,9 BRIDGE ST,42.24,-70.97,1411784.1,1409985.1,737.3,1061.8,1710.6,1410073.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004989,Forest City Facility LLC,Forest City,MO,64451,"25102 Liberty Road, PO Box 159",40.01,-95.21,22606.0,22601.1,2.3,2.7,6173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004587,Former Town of Babylon Landfill,WEST BABYLON,NY,11704,185 Edison Avenue,40.72,-73.35,29738.5,,29738.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007576,Fort Churchill,YERINGTON,NV,89447,1000 SIERRA WAY,39.13,-119.13,351453.6,351096.9,162.8,194.0,1276.4,350177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000971,Fort Martin Power Station,MAIDSVILLE,WV,26541,1732 FORT MARTIN DRIVE,39.71,-79.93,4837293.0,4798555.9,14168.5,24568.6,4607.1,4832685.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001483,Fort Myers,FORT MYERS,FL,33905,10650 STATE ROAD 80,26.70,-81.78,4024915.4,4020709.3,1891.5,2314.6,1080.4,4023835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001029,Fort St. Vrain,PLATTEVILLE,CO,80651,16805 WELD CR 19 12,40.25,-104.87,1275677.2,1274381.2,591.3,704.8,7855.7,1267821.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),Fort Stewart,GA,31314,1550 Veterans Parkway,31.85,-81.62,58904.6,33619.4,25265.5,19.7,33655.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001269,Fortistar North Tonawanda Inc,NORTH TONAWANDA,NY,14120,1070 ERIE AVE,43.05,-78.85,26244.4,26217.5,12.3,14.6,11.5,26232.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000442,Foster Farms Farmerville Complex,Farmerville,LA,71241,6648 Highway 15 North,32.84,-92.38,263479.7,7242.8,256233.0,3.9,7249.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007383,Fountain Valley Power Plant,Fountain,CO,80817,18693 Boca Raton Heights,38.56,-104.69,63620.5,63555.8,29.5,35.2,538.2,63082.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007245,Four Corners Steam Elec Station,FRUITLAND,NM,87416,END OF COUNTY RD 6675,36.69,-108.48,9813099.7,9734482.0,28757.5,49860.2,1194.1,9811905.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000421,Fox Energy Center,Kaukauna,WI,54130,310 East Frontage Road,44.32,-88.21,1599045.2,1597450.5,727.5,867.2,3557.7,1595487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007093,"Fox River Valley Ethanol, LLC",OSHKOSH,WI,54904,4995 STATE RD 91,43.98,-88.65,55752.8,55695.3,26.3,31.3,55752.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001684,Francisco Underground Mine,Francisco,IN,47649,1225 North 725 E,38.34,-87.43,282576.1,118.3,282457.8,,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000061,Frank Knutson Station,COMMERCE CITY,CO,80022,13501 POWHATEN ROAD,39.94,-104.68,95318.1,95214.8,45.8,57.5,766.3,94551.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000246,Frank M Tait Station,MORAINE,OH,45439,2101 ARBOR BLVD,39.73,-84.21,252047.1,251788.4,117.8,141.0,361.2,251685.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002107,Frank R. Bowerman Landfill,IRVINE,CA,92602,11002 BEE CANYON ACCESS RD,33.72,-117.70,397001.5,,397001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004175,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,47.08,-122.36,35033.2,34993.6,17.3,22.4,35033.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000301,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,47.09,-122.36,486063.1,485569.4,225.3,268.5,,486063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011885,Fredericktown Energy Center,Fredericktown,MO,63645,47 Wulfert Drive,37.51,-90.34,9555.6,9545.7,4.5,5.4,9555.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004066,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,48.46,-122.44,188307.0,188107.5,89.5,110.0,156638.7,31668.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000288,Freeport Power Plant No. 2,FREEPORT,NY,11520,289 BUFFALO AVE,40.64,-73.57,31499.3,31460.9,16.0,22.4,234.3,31265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006378,Freeport-McMoRan Morenci,Morenci,AZ,85540,4521 US Highway 191,33.07,-109.34,35422.4,35384.5,17.0,20.9,35422.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001372,Freestone Power Generation,FAIRFIELD,TX,75840,1366 FM 488,31.89,-96.11,2438773.2,2436296.8,1129.8,1346.7,4813.5,2433959.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000219,French Island,LA CROSSE,WI,54603,200 SOUTH BAINBRIDGE STREET,43.83,-91.26,35136.0,32876.7,671.3,1588.0,35136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002843,Fresh Kills Landfill,Staten Island,NY,10312,1010 Muldoon Avenue,40.57,-74.19,122341.2,2688.4,119649.3,3.6,2694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014397,Frito Lay Inc,Irving,TX,75061,701 N Wildwood,32.82,-96.92,25539.6,25513.3,12.0,14.3,25539.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013971,Frito Lay Inc.,Jonesboro,AR,72401,2810 Quality Way,35.81,-90.56,23439.7,23415.6,11.0,13.1,23439.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013489,Frito Lay Modesto,Modesto,CA,95357,600 Garner Rd,37.63,-120.92,26092.0,26065.1,12.3,14.6,26092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002394,Frito-Lay COGEN PLANT,BAKERSFIELD,CA,93314,28801 HIGHWAY 58,35.40,-119.32,34244.7,34209.6,16.0,19.1,34244.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012380,FritoLay,Beloit,WI,53511,2810 kennedy dr,42.52,-88.98,27511.9,27483.4,13.0,15.5,27511.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001400,Front Range Power Plant,FOUNTAIN,CO,80817,6615 GENERATION DRIVE,38.63,-104.71,1052731.1,1051662.0,487.8,581.4,0.0,1052731.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001311,Frontera Generation Facility,MISSION,TX,78572,900 S GOODWIN RD,26.21,-98.40,1277490.5,1276193.4,591.8,705.4,,1277490.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006791,Frontier Generating Station,OKLAHOMA CITY,OK,73179,7425 SW 29TH ST,35.44,-97.64,185903.4,185714.9,86.0,102.5,,185903.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005342,"Fujifilm Manufacturing U.S.A., Inc.",Greenwood,SC,29649,211 Puckett Ferry Road,34.24,-82.07,11896.6,11874.7,8.5,13.4,11896.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001152,Fulton,FULTON,AR,71838,100 AECC Road,33.61,-93.79,41592.1,41549.9,19.3,22.9,795.2,40796.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007007,Fulton County Merk Miles Road Landfill,College Park Road,GA,30349,3225 Merk Road,33.67,-84.57,17929.0,,17929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005425,"Futamura USA, Inc.",Tecumseh,KS,66542,6000 SE 2nd Street,39.05,-95.56,44859.1,44813.1,21.0,25.0,44859.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004274,FutureFuel Chemical Company,Batesville,AR,72501,2800 Gap Rd.,35.72,-91.52,154381.6,153721.4,249.3,410.9,154381.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004085,Fuyao Glass Illinois Inc.,Decatur,IL,62521,2768 E Elwin Rd,39.78,-88.90,207810.5,207658.2,69.5,82.8,147449.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009613,G & W Electric Company,Bolingbrook,IL,60440,305 West Crossroads Parkway,41.67,-88.07,57078.3,941.4,0.5,0.6,942.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004439,G AND P DEVELOPMENT INCORPORATED LANDFILL,MILFORD,NE,68405,427 238th Road,40.75,-97.04,49361.9,27.4,49334.5,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000830,G G Allen,BELMONT,NC,28012,253 PLANT ALLEN RD.,35.19,-81.01,300842.6,298433.0,881.5,1528.1,174.9,300667.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007697,G P GYPSUM SWEETWATER WALLBOARD PLANT,SWEETWATER,TX,79556,310 FM 1856,32.48,-100.34,42571.5,42527.7,20.0,23.8,42571.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006805,GALLATIN COUNTY LOGAN LANDFILL,MANHATTAN,MT,59741,10585 Two Dog Road,45.87,-111.41,51203.8,,51203.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007665,GALLIA COUNTY LANDFILL *,BIDWELL,OH,45614,497 ROUSH HOLLOW RD,38.98,-82.23,31094.2,30.7,31063.5,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001718,GALLO GLASS COMPANY,MODESTO,CA,95354,605 S. SANTA CRUZ AVE.,37.63,-120.97,157872.2,157759.3,51.5,61.4,109618.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003355,GALLUP REFINERY,Jamestown,NM,87347,92 Giant Crossing,35.49,-108.43,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005894,GALVESTON COUNTY LANDFILL,ALTA LOMA,TX,77510,3935 AVENUE A,29.39,-95.06,51024.8,,51024.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005137,GASTON COUNTY LANDFILL,DALLAS,NC,28034,3155 PHILADELPHIA CHURCH RD,35.39,-81.17,61837.8,,61837.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003204,GATEWAY ENERGY & COKE CO LLC,GRANITE CITY,IL,62040,2585 EDWARDSVILLE RD,38.70,-90.13,492186.7,492181.1,2.0,3.6,3150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002192,Front Runner,Offshore,LA,00000,,27.62,-90.44,64291.7,55389.5,8846.8,55.4,51145.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013588,GA 209,Offshore,TX,00000,,29.13,-94.55,15204.3,11726.5,3462.0,15.8,9910.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002522,GB 128 A,Offshore,LA,00000,,28.16,-90.72,36704.8,27561.1,9120.5,23.2,25962.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002506,GB 426 A,Offshore,LA,00000,,27.55,-92.44,59104.8,48985.9,10055.8,63.2,42609.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004394,GB 783 Magnolia,Offshore,LA,00000,,27.20,-92.20,32703.8,30018.4,2661.3,24.1,28535.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002519,GC 158A,Offshore,LA,00000,,27.79,-90.65,53455.2,46679.4,6712.0,63.8,38686.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014307,GC 18 A,Offshore,LA,00000,,27.94,-91.03,41824.3,16628.6,25169.8,25.9,16373.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010281,GC 254 A (Allegheny),Offshore,LA,00000,,27.69,-90.28,49514.2,39573.0,9904.5,36.7,36764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009916,GC 65 A-Bullwinkle (Complex ID # 23552),Offshore,LA,00000,,27.88,-90.90,117585.6,84858.5,32678.3,48.9,84943.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006016,FREEPORT LNG IMPORT TERMINAL,QUINTANA,TX,77541,1500 LAMAR ST,28.93,-95.32,102585.2,91426.2,11104.5,54.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009593,FORT BEELER GAS PLANT,Cameron,WV,26033,12681 Waynesburg Pike Road,39.88,-80.59,74880.7,70680.8,4160.3,39.6,66729.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013511,Falcon Gas Plant,Orla,TX,79770,,31.98,-104.07,30613.3,30129.9,470.0,13.4,22072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003223,Florida River Gas Processing Facility,DURANGO,CO,81301,1199 MAIN AVE SUITE 101,37.28,-107.88,177843.9,163478.5,14330.3,35.2,60260.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001977,Fort Lupton Compressor Station,Brighton,CO,80601,,40.14,-104.75,363971.1,351294.1,12548.3,128.7,218687.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013753,Freeport LNG Pretreatment Facility,Freeport,TX,77541,2363 CR 690,28.98,-95.31,238776.8,235934.6,2715.3,126.9,206815.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005856,GEISMAR FRACTIONATION PLANT,GEISMAR,LA,70734,10334 HWY 75 N,30.22,-91.04,58923.8,58869.1,24.0,30.7,50909.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010583,"Faribault Compressor Station (Faribault, MN)",Faribault,MN,55021,21903 Canby Avenue,44.27,-93.32,31850.4,31232.9,600.3,17.3,31264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010577,"Farmington Compressor Station (Farmington, MN)",Farmington,MN,55024,4685 212th Street West,44.64,-93.16,20119.1,16921.8,3187.8,9.5,16935.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002396,Five Points,Williamsport,OH,43164,19909 Five Points Pike,39.65,-83.17,34880.5,34221.4,640.0,19.1,34255.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013567,"GCX Big Wells Compressor Station, TX",Big Wells,TX,78830,,28.57,-99.54,151376.9,151106.5,185.5,84.9,151262.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013572,"GCX Devils River Compressor Station, TX",Del Rio,TX,78840,34125 N US Hwy 277,29.83,-100.80,152942.5,152078.5,778.5,85.5,152235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013556,"GCX Rankin Compressor Station, TX",Midkiff,TX,79755,,31.17,-101.78,182004.3,176902.3,5002.8,99.2,177079.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013557,"GCX Waha Compressor Station, TX",Coyanosa,TX,79730,,31.27,-103.07,26425.7,21829.0,4584.5,12.2,21846.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004539,GCC DACOTAH,RAPID CITY,SD,57702,501 NORTH SAINT ONGE STREET,44.09,-103.27,854773.1,854773.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006363,"GCC Permian, LLC",ODESSA,TX,79766,16501 WEST MURPHY STREET,31.70,-102.39,321989.4,321866.1,56.3,67.1,8040.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003067,GCC RIO GRANDE INC,PUEBLO,CO,81004,3372 LIME ROAD,38.13,-104.61,666455.7,663901.3,920.8,1633.6,963.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009018,"GCC RIO GRANDE, INC. TIJERAS PLANT",TIJERAS,NM,87059,11783 STATE HIGHWAY 14 S,35.07,-106.39,328715.0,327577.0,416.3,721.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009442,"GE (Greenville) Gas Turbines, LLC",Greenville,SC,29615,300 Garlington Rd,34.83,-82.29,32259.3,32221.6,16.3,21.5,32259.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001862,"GE Aerospace, Evendale Plant (1431150060)",CINCINNATI,OH,45215,ONE NEUMANN WAY,39.25,-84.44,48059.7,47979.2,29.3,51.3,48059.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004412,GE GLOBAL RESEARCH CENTER,NISKAYUNA,NY,12309,ONE RESEARCH CIRCLE,42.83,-73.88,20292.1,18693.5,9.3,39.0,18715.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010642,GE Power and Water,Schenectady,NY,12345,1 River Road,42.81,-73.95,21100.6,21078.7,10.0,11.9,21100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004697,GE Transportation-Erie Plant,Erie,PA,16531,2901 East Lake Rd.,42.15,-80.03,40785.9,40743.7,19.3,22.9,40785.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000039,GE's Grid Solutions,Charleroi,PA,15022,One Power Lane,40.12,-79.93,29677.7,67.5,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003813,GEER ROAD LANDFILL,MODESTO,CA,95351,750 GEER ROAD,37.63,-120.85,14064.5,,14064.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006474,GELITA USA,Sergeant Bluff,IA,51054,2445 Port Neal Industrial Road,42.35,-96.35,38184.8,38145.3,18.0,21.5,38184.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003665,GENENTECH INCORPORATED,SOUTH SAN FRANCISCO,CA,94080,1 DNA WAY,37.66,-122.38,29548.5,29517.8,14.0,16.7,29548.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002243,GENERAL ELECTRIC PEEBLES TEST OPERATIONS,PEEBLES,OH,45660,1200 JAYBIRD ROAD,38.92,-83.30,34110.3,33990.2,35.5,84.6,34110.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004366,GENERAL MILLS INC.,COVINGTON,GA,30014,15200 INDUSTRIAL PARK BOULEVARD NE,33.63,-83.83,29702.0,29671.0,14.0,17.0,29702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004695,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48380,3300 GENERAL MOTORS RD. MC 483-340-141,42.57,-83.67,26001.3,25973.9,12.5,14.9,26001.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002828,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66115,3201 FAIRFAX TRFCWY.,39.15,-94.60,40538.6,40497.0,19.0,22.6,40538.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003506,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46783,12200 LAFAYETTE CENTER RD,40.96,-85.30,48332.6,48202.4,46.8,83.4,48332.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004605,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48917,8175 MILLETT HWY,42.69,-84.68,37437.4,37399.0,17.5,20.9,37437.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002875,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47421,105 GM DRIVE,38.88,-86.48,8568.9,252.1,8316.8,,252.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003225,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48211,2500 EAST GENERAL MOTORS BOULEVARD,42.38,-83.04,33668.8,33634.3,15.8,18.8,33668.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002347,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48601,1629 NORTH WASHINGTON AVENUE,43.45,-83.92,31703.1,25947.7,5740.8,14.6,25974.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003392,GENEVA LANDFILL,GENEVA,OH,44041,4339 TUTTLE ROAD,41.79,-80.91,34911.9,36.4,34830.8,44.7,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003493,GEORGE SULLIVAN PLANT TWO,ANCHORAGE,AK,99504,8900 Starview Drive,61.23,-149.72,373277.6,372892.4,175.8,209.5,373277.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004388,GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,30332,151 Sixth Street NW,33.78,-84.39,36502.5,36462.7,17.8,22.1,36502.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002516,GEORGIA PACIFIC GYPSUM,SAVANNAH,GA,31404,151 WAHLSTROM ROAD,32.07,-81.05,51916.2,51862.5,24.5,29.2,51916.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004819,GEORGIA PACIFIC Gypsum LLC,LOVELL,WY,82431,2120 LN. 16 1/2,44.72,-108.19,34176.0,34140.9,16.0,19.1,34176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007627,GEORGIA PACIFIC MONTICELLO LLC,MONTICELLO,MS,39654,604 N A SANDIFER HWY,31.62,-90.08,438694.7,417395.6,18677.0,2622.1,352674.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007135,GEORGIA PACIFIC Palatka LLC,PALATKA,FL,32177,215 COUNTY ROAD 216,29.68,-81.68,405775.6,377075.5,27704.5,995.6,286313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005948,GEORGIA-PACIFIC BREWTON LLC,BREWTON,AL,36426,32224 HIGHWAY 31 SOUTH,31.08,-87.12,519554.9,383439.8,134885.3,1229.8,263045.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000589,GEORGIA-PACIFIC BROADWAY LLC,GREEN BAY,WI,54304,1919 S. BROADWAY,44.49,-88.03,296405.6,295442.9,233.5,729.2,296405.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002823,GEORGIA-PACIFIC CEDAR SPRINGS LLC,CEDAR SPRINGS,GA,39832,12551 GEORGIA HIGHWAY 273 WEST,31.16,-85.10,633657.9,549038.0,76051.5,8568.4,436587.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
