Facility Id,Facility Name,City,State,Zip Code,Address,Latitude,Longitude,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Stationary Combustion,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000437,Mankato Energy Center,MANKATO,MN,56001,1 FAZIO LANE,44.20,-94.01,730360.7,729616.4,339.0,405.3,5390.6,724970.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013218,Marana Regional Landfill,Marana,AZ,85653,14508 West Avra Valley Road,32.39,-111.28,59320.2,28.7,59291.5,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003564,Marathon El Paso Refinery,EL PASO,TX,79905,212 North Clark Street,31.77,-106.41,808678.8,801288.4,5058.3,2332.1,538011.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005966,Marathon Mandan Refinery,Mandan,ND,58554,900 Old Red Trail NE,46.85,-100.88,695213.2,689319.2,3977.0,1917.0,433180.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011549,Marathon Petroleum Corporation,Dickinson,ND,58601,3815 116th Avenue SW,47.09,-102.95,70035.4,69963.1,33.0,39.3,70035.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000269,Marcus Hook Energy Center - MH750,Marcus Hook,PA,19061,100 Green Street,39.81,-75.42,2083091.3,2080976.0,965.0,1150.3,,2083091.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011451,Marianas Energy Company,Piti,GU,96915,180 Cabras Highway,13.46,144.68,282195.3,281264.7,274.8,655.9,282195.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001530,Marion,MARION,IL,62959,11543 LAKE OF EGYPT RD,37.62,-88.96,1130908.3,1122634.8,3030.8,5242.7,,1130908.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010561,Marion County Landfill,Jasper,TN,37347,700 Chasey Simpson Road,35.04,-85.63,44334.3,,44334.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008760,Marion County Mine,Metz,WV,26585,151 Jonny Cake Branch Rd,39.58,-80.36,1360408.1,4428.5,1355977.3,2.4,4432.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005808,Marion County Preparation Plant,FAIRVIEW,WV,26570,,39.61,-80.28,37184.7,36887.9,108.5,188.3,37184.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004902,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,Marion,OH,43302,1660 Hillman Ford Road,40.62,-83.16,201171.4,200963.7,94.8,112.9,201171.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000051,"Mariposa Energy, LLC",Byron,CA,94514,4887 Bruns Road,37.80,-121.60,52037.8,51984.6,24.3,28.9,,52037.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014659,"Mark One Generating, LLC",Angleton,TX,77515,24420 County Road 48,29.23,-95.43,3441.7,3438.3,1.6,1.8,,3441.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000324,Marlboro Paper Mill,Bennettsville,SC,29512,585 Willamette Rd,34.61,-79.79,103034.6,99283.6,796.0,2955.0,53108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013300,Marquette Energy Center,Marquette,MI,49855,2200 Wright Street,46.56,-87.43,73413.1,73336.3,34.8,42.0,73413.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005374,Marquis Energy - Illinois LLC,HENNEPIN,IL,61327,11953 Prairie Industrial Parkway,41.28,-89.32,526800.6,526257.5,247.8,295.3,526800.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005051,"Marquis Energy - Wisconsin, LLC",NECEDAH,WI,54646,N9585 STATE ROAD 80,43.99,-90.07,124187.4,124059.2,58.5,69.7,124187.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010654,"Mars Petcare US, Inc.",Columbus,OH,43228,5115 Fisher Road,39.97,-83.14,25272.8,25246.5,12.0,14.3,25272.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005417,"Mars Wrigley Confectionery US, LLC",HACKETTSTOWN,NJ,07840,700 HIGH STREET,40.86,-74.83,45510.6,45463.5,21.5,25.6,45510.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011303,Marsh Landing Generating Station,Antioch,CA,94509,3201-C Wilbur Avenue,38.01,-121.76,85789.4,85702.3,39.8,47.4,184.4,85605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001160,Marsh Run Generation Facility,Remington,VA,22734,12109 Lucky Hill Road,38.53,-77.77,203935.1,203678.3,106.0,150.8,957.9,202977.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001377,Marshall,CALVERT CITY,KY,42029,6264 INDUSTRIAL PARKWAY,37.03,-88.40,289623.0,289327.3,134.5,161.2,,289623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000834,Marshall,TERRELL,NC,28682,8320 EAST HWY 150,35.60,-80.97,5272927.7,5245910.1,10082.0,16935.6,6419.0,5266508.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008761,Marshall County Mine,Cameron,WV,26033,57 Goshorn Woods Road,39.82,-80.60,2111338.7,21396.5,2089930.3,11.9,21418.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010983,Marshall County Sanitary Landfill,Marshalltown,IA,50158,2313 Marshalltown Blvd,42.03,-92.98,30959.8,,30959.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001013,Martin,INDIANTOWN,FL,34956,21900 SW WARFIELD BLVD,27.05,-80.56,3659605.3,3655885.3,1696.0,2024.0,1110.0,3658495.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001465,Martin Drake,COLORADO SPRINGS,CO,80903,700 S CONEJOS ST,38.82,-104.83,142862.1,142715.7,66.5,79.9,423.1,142438.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007504,Martin Lake,Tatum,TX,75691,8850 FM 2658 North,32.26,-94.57,13330423.2,13225992.7,38196.8,66233.8,13.9,13330409.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007621,"Martin Marietta South Texas Cement, LLC",New Braunfels,TX,78132,7781 FM 1102,29.80,-98.04,1169027.4,1166738.0,891.8,1397.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007390,Martinez Renewable Fuel Facility,MARTINEZ,CA,94553,150 SOLANO WAY,38.03,-122.06,247754.2,247496.2,117.0,141.0,247754.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000892,Martins Creek,BANGOR,PA,18013,6605 FOUL RIFT ROAD,40.80,-75.11,172382.4,172178.9,81.0,122.5,2120.1,170262.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012407,Masonite Corporation,MARSHFIELD,WI,54449,1401 East 4th St.,44.66,-90.16,22581.1,22546.5,12.3,22.4,22581.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001280,Massena Energy Facility,MASSENA,NY,13662,ALCOA POWER CANAL ROAD,44.95,-74.89,527.0,527.0,,,261.6,265.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012034,Mastronardi Produce,Coldwater,MI,49036,270 N. Filmore Road,41.92,-85.02,30494.4,30463.2,14.3,17.0,30494.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010531,Matalco Inc.,Bluffton,IN,46714,1390 S. Adams Street,40.72,-85.20,20597.8,20576.4,9.8,11.6,20597.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011448,Matanuska-Susitna Borough Central Landfill,Palmer,AK,99645,1201 N. 49th State Street,61.59,-149.21,26550.0,,26550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011243,"Materion Brush, Inc.",Elmore,OH,43416,14710 W. Portage River S. Rd.,41.49,-83.22,23426.5,23402.4,11.0,13.1,23426.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010969,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,48.47,-122.57,43406.0,43406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002044,Matheson - LEMONT PLANT,ROMEOVILLE,IL,60446,810 E 135TH ST,41.64,-88.06,395705.9,395705.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002042,Matheson - LIMA I PLANT,LIMA,OH,45804,1150 S METCALF,40.72,-84.11,83682.0,83682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002043,Matheson - LIMA II PLANT,LIMA,OH,45804,1150 S METCALF,40.72,-84.11,107835.0,107835.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012904,Matheson - LIMA III PLANT,Lima,OH,45804,1150 S METCALF,40.72,-84.11,114418.0,114418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007230,Matheson - SARALAND PLANT,SARALAND,AL,36571,"400 INDUSTRIAL PARKWAY EAST, HWY 158",30.79,-88.06,79338.0,79338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007440,Matlock Bend Landfill,Loudon,TN,37774,21712 Highway 72 North,35.74,-84.42,157795.5,,157795.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003921,Maxwell Creek Landfill,Wylie,TX,75098,,33.00,-96.58,70679.0,,70679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001049,Mayo Electric Generating Plant,ROXBORO,NC,27574,10660 BOSTON ROAD,36.53,-78.89,1377810.5,1366758.5,4042.8,7009.3,,1377810.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007154,McCOMBS LANDFILL,El Paso,TX,79934,136000 McCombs,31.98,-106.42,290713.5,,290713.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001177,McCartney Generating Station,STRAFFORD,MO,65757,5701 E FARM ROAD 112,37.25,-93.17,59029.4,58969.7,27.3,32.5,,59029.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007445,McClain Energy Facility,NEWCASTLE,OK,73065,801 NORTHEAST 34TH,35.30,-97.59,870080.3,869196.9,403.0,480.4,508.8,869571.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006593,McClellan,CAMDEN,AR,71701,1625 Bradley Ferry Road,33.56,-92.79,28303.8,28297.9,2.0,3.9,0.6,28303.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010587,McClure River Prep Plant,McClure,VA,24269,2079 Herndon Road,37.10,-82.39,28062.2,27838.6,81.8,141.8,28062.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006817,McCommas Bluff Landfill,Dallas,TX,75241,5555 Youngblood Road,32.68,-96.72,481628.7,0.4,481628.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007284,McDaniel,Sawyer,ND,58781,12300 247th Avenue SE,47.98,-101.10,26303.3,543.4,25759.0,0.9,544.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001031,McIntosh (6124),RINCON,GA,31326,981 OLD AUGUSTA ROAD,32.36,-81.17,82815.9,82608.5,66.8,140.7,823.5,81992.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006426,McIntosh (7063),MCINTOSH,AL,36553,HWY 43 MILE 37 5,31.25,-88.03,509411.9,508894.0,236.0,281.9,11944.6,497467.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000460,McIntosh Combined Cycle Facility,RINCON,GA,31326,900 Old Augusta Road Central,32.35,-81.18,3032996.3,3029917.1,1404.8,1674.5,19.8,3032976.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001762,McKinley Paper WI Company,COMBINED LOCKS,WI,54113,540 PROSPECT AVE,44.27,-88.30,260303.7,255461.3,4700.3,142.1,84870.0,170852.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000909,McMeekin,COLUMBIA,SC,29212,6055 BUSH RIVER ROAD,34.05,-81.22,371249.9,370821.9,195.3,232.7,,371249.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014279,McPherson Municipal Power Plant #2,McPherson,KS,67460,1128 W. Ave A,38.36,-97.68,32435.5,32376.7,21.0,37.8,32435.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001126,McPherson Municipal Power Plant #3,MCPHERSON,KS,67460,1486 17TH AVE,38.39,-97.61,20308.2,20286.2,9.8,12.2,0.3,20307.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001664,McWane Ductile - Ohio,COSHOCTON,OH,43812,2266 S. 6TH ST.,40.25,-81.86,78667.7,71606.4,6859.0,202.3,71929.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001665,"McWane Ductile - Utah, A Division of McWane Inc.",PROVO,UT,84606,2550 SOUTH INDUSTRIAL PARKWAY,40.20,-111.63,71570.3,63417.7,7976.8,175.8,63698.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001878,McWane Ductile-New Jersey,PHILLIPSBURG,NJ,08865,183 SITGREAVES ST.,40.68,-75.19,58565.6,58242.9,119.5,203.2,58565.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006443,McWilliams,GANTT,AL,36038,28570 US 29 NORTH,31.40,-86.48,1638459.0,1636793.1,760.0,905.9,113700.7,1524758.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013538,Mead Johnson Nutrition,Zeeland,MI,49464,725 East Main,42.81,-86.00,24516.5,24491.3,11.5,13.7,24516.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007857,Medley Landfill,MEDLEY,FL,33178,9350 NORTHWEST 89TH STREET,25.86,-80.35,110577.5,,110577.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000655,Medway Station,MEDWAY,MA,02053,9 SUMMER ST,42.14,-71.45,127144.6,126975.3,68.0,101.3,16.0,127128.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012554,"Melrose Dairy Proteins, LLC",Melrose,MN,56352,1000 Kraft Drive SE,45.67,-94.80,23944.7,23919.5,11.5,13.7,23944.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000707,Meramec,ST LOUIS,MO,63129,8200 FINE RD,38.40,-90.34,209080.9,208007.8,400.3,672.9,0.0,209080.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001262,Merck Sharp & Dohme LLC,WEST POINT,PA,19486,770 SUMNEY TOWN PIKE,40.21,-75.30,249419.4,249158.1,118.3,143.0,249419.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006549,Merom,SULLIVAN,IN,47882,5500 W OLD 54,39.07,-87.51,5426984.5,5383501.8,15905.5,27577.2,28.1,5426956.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004380,Merrill Field Landfill,Anchorage,AK,99501,800 Merrill Field Drive,61.21,-149.85,60496.0,,60496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000729,Merrimack,BOW,NH,03304,431 RIVER RD,43.14,-71.47,335853.9,333020.9,1035.5,1797.5,3306.7,332547.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000052,Mesquite Generating Station,ARLINGTON,AZ,85322,37625 W ELLIOT RD,33.35,-112.86,2762843.8,2760038.6,1279.8,1525.5,,2762843.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000806,Metcalf Energy Center,Coyote,CA,95013,1 BLANCHARD RD,37.22,-121.74,928848.6,927908.8,428.8,511.1,,928848.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011799,"Methanex USA, LLC - Geismar Methanol Plant",Geismar,LA,70734,4171 Hwy 73,30.21,-91.02,995768.6,995255.7,234.0,278.9,496855.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003542,Metro Nashville District Energy System,Nashville,TN,37210,90 Peabody Street,36.16,-86.77,30982.9,30951.1,14.5,17.3,30982.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007725,Metro Recycling and Disposal Facility,Franklin,WI,53132,10712 South 124th Street,42.85,-88.07,34889.4,632.0,34136.8,120.7,804.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012948,"Mexichem Specialty Resins, Inc.",Pedricktown,NJ,08067,76 Porcupine Road,39.76,-75.42,27720.3,27691.8,13.0,15.5,27720.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002652,"Mexichem Specialty Resins, Inc.",HENRY,IL,61537,1546 COUNTY ROAD 1450 N,41.14,-89.34,26343.6,26316.2,12.5,14.9,26343.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000841,Miami Fort Generating Station,NORTH BEND,OH,45052,11021 Brower Road,39.11,-84.80,6015730.5,5967592.6,17606.0,30531.9,1876.5,6013854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005443,Michelin NA Lexington,Lexington,SC,29072,2420 Two Notch Road,33.93,-81.29,62748.6,62671.6,32.3,44.7,62748.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001539,Michigan City Generating Station,MICHIGAN CITY,IN,46360,100 N WABASH,41.72,-86.91,1504635.1,1492904.8,4292.5,7437.8,8979.5,1495655.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011582,Michigan Milk Producers Association,Ovid,MI,48866,431 West Williams Street,43.01,-84.38,26623.3,26595.9,12.5,14.9,26623.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007825,Michigan Power Limited Partnership,LUDINGTON,MI,49431,5795 WEST SIXTH ST,43.94,-86.42,545941.7,545387.1,253.0,301.6,7076.0,538865.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009792,Microchip Technology,Colorado Springs,CO,80906,1150 E. Cheyenne Mountain Boulevard,38.79,-104.81,179645.4,17669.2,8.3,425.8,17687.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008768,Microchip Technology Inc.,Tempe,AZ,85281,1200 S. 52nd Street,33.42,-111.97,88430.0,5470.6,2.5,2851.9,5476.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009805,"Micron Technology, Inc.",Manassas,VA,20110,9600 Godwin Drive,38.75,-77.51,266820.6,30644.1,14.3,12716.0,30675.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004453,Mid American Steel & Wire,Madill,OK,73446,1327 Smiley Road,34.07,-96.76,36288.6,36273.8,6.8,8.0,14504.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002765,Mid-Connecticut Resources Recovery Facility,Hartford,CT,06114,,41.75,-72.65,95110.1,90889.6,1645.8,2574.7,95110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005799,Mid-Georgia Cogeneration,KATHLEEN,GA,31047,200 OAKY WOODS ROAD,32.49,-83.60,224157.6,223917.9,106.5,133.2,17558.0,206599.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003391,Mid-Town Thermal Center,Atlantic City,NJ,08401,1825 Atlantic Ave,39.36,-74.43,40379.4,40336.1,19.5,23.8,40379.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003918,Mid-Valley Sanitary Landfill,Rialto,CA,92377,2390 North Alder Avenue,34.14,-117.42,73426.1,0.1,73426.0,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010391,Middleborough Landfill,Middleborough,MA,02346,207 Plympton Street,41.93,-70.83,5506.0,12.5,5493.5,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007298,Middlesex County Landfill,East Brunswick,NJ,08816,53 Edgeboro Rd,40.47,-74.39,124304.0,116.2,124187.8,,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006408,Middletown,MIDDLETOWN,CT,06457,1866 RIVER ROAD,41.55,-72.58,196968.0,196446.8,164.8,356.4,16577.4,180390.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013248,Middletown Energy Center,Middletown,OH,45044,3439 Cincinnati Dayton Rd.,39.46,-84.35,1294693.5,1293378.8,599.8,714.9,19.1,1294674.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000347,Midland Cogeneration Venture,MIDLAND,MI,48640,100 PROGRESS PLACE,43.59,-84.22,3617622.0,3613943.3,1678.3,2000.5,3617622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001309,Midlothian Energy,MIDLOTHIAN,TX,76065,4601 BROOKHOLLOW DRIVE,32.43,-97.05,2069205.9,2067104.9,958.5,1142.5,,2069205.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000110,Midulla Generating Station,BOWLING GREEN,FL,33834,6697 COUNTY ROAD 663,27.64,-81.96,1505740.4,1504211.5,697.5,831.4,1504.6,1504235.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007863,Midway Landfill,Fountain,CO,80817,8925 Rancho Colorado Boulevard,38.55,-104.66,96514.4,239.6,96274.8,,239.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000545,"Midway Peaking, LLC",FIREBAUGH,CA,93622,43627 WEST PANOCHE ROAD,36.65,-120.58,14148.2,14134.0,6.5,7.7,,14148.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008269,Milam Recycling and Disposal Facility,East Saint Louis,IL,62201,601 Madison Road,38.66,-90.13,157121.4,23343.3,133765.3,12.8,23366.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013039,Milan Energy LLC,Milan,PA,18831,56 Gasgen Ln,41.90,-76.58,23230.4,23206.3,11.0,13.1,23230.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007307,Milford Power Company LLC,MILFORD,CT,06460,55 SHELLAND ST,41.22,-73.10,1468472.5,1466981.4,680.3,810.9,1.9,1468470.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006775,"Milford Power, LLC",MILFORD,MA,01757,108 NATIONAL ST,42.13,-71.51,70582.7,70510.9,32.8,39.0,52.6,70530.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006510,Mill Creek,Louisville,KY,40272,14660 Dixie Highway,38.05,-85.91,7066313.0,7009626.7,20735.3,35951.0,249.6,7066063.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000163,Mill Creek Combustion Turbine Sta,BLACKSBURG,SC,29702,317 ELM ROAD,35.16,-81.43,94374.4,94204.8,60.5,109.1,,94374.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001307,Millennium Power,CHARLTON,MA,01507,10 SHERWOOD LANE,42.11,-72.02,444269.9,443818.3,206.0,245.6,347.6,443922.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004840,Milner Butte Landfill,Burley,ID,83318,1050 West 400 South,42.46,-114.01,34791.9,35.7,34725.3,31.0,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000837,Milton R Young,CENTER,ND,58530,3401 24TH ST SW,47.07,-101.21,4551375.1,4517050.6,12553.3,21771.3,136.9,4551238.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011200,Mineral Park Mine,Golden Valley,AZ,86413,8275 North Mineral Park Road,35.00,-114.00,132.5,132.0,0.3,0.3,132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009895,Mingo Logan Coal LLC,Sharples,WV,25183,"State Route 17, Mountain Laurel Drive",37.92,-81.83,165648.0,,165648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001435,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,46.14,-122.98,659361.4,658691.7,305.5,364.2,,659361.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000447,Miramar Energy Facility,SAN DIEGO,CA,92121,6897 CONSOLIDATED WAY,32.88,-117.17,18505.5,18486.9,8.5,10.1,,18505.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010632,Mississippi Lime Company - Bonne Terre,Bonne Terre,MO,63628,6600 Old Bonne Terre Road,37.89,-90.53,151760.9,151150.5,223.3,387.1,76401.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013819,Mississippi Silicon,Burnsville,MS,38833,80 Cr 210,34.81,-88.32,140881.2,139224.6,1655.8,0.9,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013525,Mississippi State University,Starkville,MS,39762,600 Russell Street,33.46,-88.80,26663.4,26635.2,12.8,15.5,26663.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004013,Missoula Landfill,MISSOULA,MT,59802,3737 COAL MINE RD,46.90,-114.01,22769.7,9.2,22760.5,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000976,Mitchell (WV),CAPTINA,WV,26041,WV STATE ROUTE 2,39.83,-80.82,3727207.2,3697468.5,10871.8,18867.0,27303.9,3699903.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005662,Mitsubishi Cement Corp Cushenbury Cement Plant,Lucerne Valley,CA,92356,5808 State Highway 18,34.44,-116.89,1160734.6,1157666.1,1061.8,2006.7,423.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014156,Mitsubishi Chemical America,Memphis,TN,38127,2665 Fite Road,35.27,-89.97,59065.9,59005.1,27.8,33.1,59065.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
